id,datetime,location,text,rating,accessibility,facility,activity,english_translation,aspects,sentiment
0c2dd2c1d0e342e68d3f8521ec2d877b,2022-09-15 12:38:57,Sarae Hills,Tmpat luas sejuk butuh stamina buat mengelilingi area ini.tiket 50-65 rb/org bisa di tuker minuman d pintu keluar.untuk parkir tidsk ada yg mengarahkan.shg bnyak org yg tidak tau,4,neutral,negative,positive,"Spacious and cool place, requires stamina to get around this area. Tickets cost 50-65 thousand per person and can be exchanged for drinks at the exit. There was no one directing parking, so many people didn't know what to do.",,
4dad13dc7c5542b4a97cfcedd93f174b,2022-02-23 18:04:04,Gunung Tangkuban Parahu,"Untuk ke gunung Tangkuban Perahu, anda bisa melewati jalur jalan Jayagiri (kota Lembang) yang tentunya JALAN KAKI, tapi bisa menikmati sejuknya hutan pinus, harumnya lumut basah.",5,neutral,neutral,neutral,"To get to Mount Tangkuban Perahu, you can take the Jayagiri road route (Lembang town) which is of course ON FOOT, but you can enjoy the coolness of the pine forest and the scent of wet moss.",,
96224e3993fa407697a91d7674f93d09,2020-02-15 13:29:30,Stone Garden,Buat foto foto udah gaa usah di tanya lagi..  Pasti keren keren..  Udaranya sejuk..  Angin sepoi sepoi nan menyejukkan ditambah suka ada monyet bikin suasana hati lebih nyess....,4,neutral,neutral,positive,"The photos are a given, no need to even ask... They're definitely cool... The air is cool... A gentle, refreshing breeze, plus the occasional monkeys, make the mood even more blissful...",,
aae35d8318fa4b62bd68be3fd39151b6,2022-07-15 11:58:44,Curug Malela,"Perjalanan lumayan lelah tapi sangat memuaskan pas sampe lokasi...wow pokoknya 😍
Saya datang pas posisi abis banjir, Alhamdulillah pas Dateng cuaca mendukung untuk berkunjung 😊 …",5,positive,neutral,neutral,"The journey was quite tiring but very satisfying once I reached the location... just wow 😍
I arrived right after a flood, thank God the weather supported my visit 😊",,
c339989981eb4002b5e355e5cb702d66,2022-02-15 13:43:49,Sanghyang Heuleut,Disarankan datang lebuh pagi. Gunakan kenadaraan yang layak karena jalan lumayan berkelok dan naik turun. Datang di musim kemaraua lebih baik agar air sungai dalam keadaan bening,5,neutral,neutral,neutral,It is recommended to come earlier in the morning. Use a suitable vehicle as the road is quite winding and undulating. Coming during the dry season is better so the river water is clear.,,
60cf7a34970a49cfa0aa9ef32c8cd9d7,2022-07-23 18:21:59,Terminal Wisata Grafika Cikole,"Tempat singgah untuk wisatawan yang lagi di Lembang...
Tersedia kamar singgah, wahana petualang kayak flying fox, dll.
Seru sih, pemandangannya juga bagus.
Tapi dingin euy.. 😁😁 …",5,neutral,positive,positive,"A stopover for tourists in Lembang...
There are rooms available, adventure rides like flying fox, etc.
It's fun, the view is also good.
But it's really cold.. 😁😁",,
692b939b04f344d6964a9a3d21be8bac,2022-02-23 18:34:58,Orchid Forest Cikole,"Ini sih tempat nya enak banget, mau siang juga adem. Cocok buat yang nyari spot foto. Cuma makanan dan minuman di sana harga nya mahal-mahal, udah gitu belum termasuk pajak lagi.",5,neutral,negative,positive,"This place is really nice, it's cool even during the day. Suitable for those looking for photo spots. It's just that the food and drinks there are very expensive, and that doesn't even include tax.",,
616816108a454afb92c8d4a34a42c589,2022-11-15 12:57:04,Kebun Begonia Lembang,"Salah satu destinasi wisata di bandung, yg keren, banyak spot foto juga ada staff yg membantu kita kalau mau foto 2 ... Tiket masuk juga murah , aneka jenis tanaman banyak disana",5,neutral,positive,positive,"One of the tourist destinations in Bandung, which is cool, has many photo spots and there are also staff who help us if we want to take photos... The entrance ticket is also cheap, there are many types of plants there",,
f3c5f1862fe14cb28dfea7012ee1c040,2022-10-15 12:39:08,Sarae Hills,"Tempat yang bagus untuk rekreasi, ada mobil antar jemput juga jadi tidak perlu capek-capek naik turun jalan kaki, htm 50rb dan ada yg 65rb (termasuk tiket masuk jembatan gantung)",5,positive,neutral,positive,"A great place for recreation, there's also a shuttle car so you don't have to tire yourself out walking up and down the hill. The entrance fee is 50,000 IDR and there's one for 65,000 IDR (which includes the suspension bridge ticket).",,
8d2103dae6264efab1ca3688848e4ccd,2020-02-23 18:04:43,Gunung Tangkuban Parahu,"Subhanallah pemandangan yang sangat indah , udaranya dingin sekali , tempatnya bersih , pedagang nya ramah , jalan menuju lokasi mudah di jangkau , pokoknya bagus bagus dan bagus",5,positive,neutral,positive,"Subhanallah, what a beautiful view, the air is so cold, the place is clean, the vendors are friendly, the road to the location is easy to reach, basically, it's good, good, and good.",,
ebf51c829f1349f7b0863efe3f31a2a9,2022-12-15 12:39:12,Sarae Hills,"Wisata yang cocok untuk keluarga, bisa jalan2  liat monumen2 antar negara, ada tempat makannya juga..
Spot fotonya banyak.. Jadi kalo yg mau hunting foto + jalan2 cocok tempatnya",5,neutral,neutral,positive,"A tourist spot suitable for families, you can walk around and see monuments between countries, there are also places to eat..
There are many photo spots.. So if you want to hunt for photos + stroll, it's the right place.",,
2c4c02d249b148b69637af9e7193d13f,2022-09-23 18:22:00,Terminal Wisata Grafika Cikole,"Grafika cikole, tempat wisata yg bersih dan terpelihara. Cocok utk team building. Kamar penginapan nya bersih, kamar mandi, handuk, kasur, lemari bersih tidak berdebu. Recomended",5,neutral,positive,neutral,"Grafika Cikole, a clean and well-maintained tourist spot. Suitable for team building. The lodging rooms are clean, with clean bathrooms, towels, beds, and wardrobes, free of dust. Recommended.",,
7090b185118c43b5b80c941e0d4598c6,2019-02-15 13:28:42,Stone Garden,Pemandangannya cukup bagus dan tiketnya murah hanya 5000 per orang dan parkir mobil 7000 / motor 3000. Hanya saja diatas ga ada sungai dan hati-hati dengan binatang monyet disana,4,neutral,neutral,positive,"The view is quite good and the ticket is cheap, only 5000 per person, and car parking is 7000 / motorcycle is 3000. It's just that there's no river up there and be careful of the monkeys there.",,
85fc01908ddc4b12acd8f2eaf2e1faaf,2020-02-15 12:57:15,Kebun Begonia Lembang,Ada taman kelinci lho disini. Cuma 15 ribu/ anak. bisa dapet pakan buat kelinci juga. Yg dampingin free. Dpt pinjeman topi ala2 petani pula.. 20ribu puas keliling2 taman. Segerrr,5,neutral,neutral,neutral,"There's a rabbit garden here, you know. It's only 15 thousand per child. You also get food for the rabbits. The accompanying person is free. You even get to borrow a farmer-style hat. For 20 thousand, you can enjoy wandering around the garden. It's refreshing.",,
cd760204a16e4bf78e61950b2a736a8e,2022-10-15 13:04:11,Taman Lembah DEWATA,"yang belum pernah ke Bali ke sini aja dulu Sama aja ko dari depan gerbang udh terasa nuansa pulau Dewata nya , banyak spot photo, lokasi parkir luas banyak pilihan makanan juga ,",5,neutral,positive,positive,"If you've never been to Bali, just come here first. It's the same, the Balinese vibe is already felt from the entrance gate. Many photo spots, ample parking, and lots of food options too.",,
a791436250b6442aa5f8a54f5ffeb77a,2020-02-15 12:57:18,Kebun Begonia Lembang,taman bungan dan kebun sayur yang bagus dan nyaman buat wisata dan berselfie ria..taman bunga beraneka jenis dan terawat dengan baik.kebun sayur juga bagus buat wisata dan selfie,5,neutral,neutral,positive,A beautiful and comfortable flower garden and vegetable garden for tourism and selfies.. a flower garden with various types and well-maintained. The vegetable garden is also good for tourism and selfies.,,
9f17ddd6658048779e901328909219fd,2020-02-15 13:48:56,Curug Maribaya,Tiket masuk /orang 16ribu dengan curug yang benar² sama sekali tidak terawat. Sampahnya dimana² dan akses jalannya di persulit. Not recomend klo yang dari luar bandung mau kesini,1,negative,negative,negative,Admission fee/person 16 thousand with a waterfall that is truly neglected. Trash everywhere and the access road is difficult. Not recommended if you are from outside Bandung wanting to come here.,,
55abff500e5b40dcaa3a51e1ea836b1b,2022-02-15 14:13:03,Sanghyang Kenit,"Tempatnya keren. Banyak spot foto bagus.

Sekarang mulai banyak orang yang tahu tempat ini, jadi mulai agak kotor karena pada buang sampah sembarangan. Semoga bisa lebih baik lagi",4,neutral,negative,positive,"The place is cool. Lots of good photo spots.

Now many people know about this place, so it's starting to get a bit dirty because people are littering. Hopefully, it can get better.",,
c5226031671e438f86b8fff8f79146a0,2022-05-23 18:04:07,Gunung Tangkuban Parahu,"Wisata yang sangat menarik, melihat dari dekat kawah.

Tidak hanya pemandangan yg indah, berwisata sambil nikmatin jajanan cuanki enak juga sambil belanja pernak pernik buat oleh2",5,neutral,positive,positive,"A very interesting tour, seeing the crater up close.

Not only beautiful scenery, but also a tour while enjoying delicious cuanki snacks and shopping for trinkets for souvenirs.",,
80bb4b8311c8415b908c7d38ac0b59a4,2020-02-23 18:04:43,Gunung Tangkuban Parahu,"Tempat parkir sangat terbatas, jadi saat masa liburan hati hati bila kesini. Karna lokasi parkir sangat padat sekali. Diharapkan kesininya hari aktif atau gak ya hari libur biasa.",5,neutral,negative,neutral,"Parking is very limited, so be careful when visiting during the holidays. Because the parking lot gets very crowded. It is recommended to visit on weekdays or during regular non-holiday days.",,
bc34d7998b3b46a0a4a492f2043d66f7,2019-02-23 18:04:41,Gunung Tangkuban Parahu,Tempat wisata sejarah yang menyuguhkan pemandangan luar biasa. Terdapat banyak spot foto menarik yang dapat dijadikan latar belakang. Terdapat bnyak penjual yang terdapat di atas.,5,neutral,neutral,positive,A historical tourist attraction offering extraordinary views. There are many interesting photo spots that can be used as backgrounds. There are many vendors located above.,,
2a4a533d2a7a47afa91563167bb20df6,2023-01-15 12:39:05,Sarae Hills,"Salah satu tempat wisata terbaik di Bandung, keliling dunia ditemani miniatur keunikan beberapa negara sebagai tempat berfoto. Lingkungan nyaman, cocok juga untuk wisata keluarga.",5,neutral,positive,positive,"One of the best tourist attractions in Bandung, travel the world accompanied by miniatures of the uniqueness of several countries as photo spots. The environment is comfortable, also suitable for family tourism.",,
68e75120376246a895225680be5f5e31,2022-05-15 12:39:06,Sarae Hills,Satu lokasi dengan wisata puncak ciumbuleuit... lokasinya paling bawah... Disediakan transportasi dari tempat tiket ke lokasi... Banyak tempat selfinya... Miniatur manca negara...,5,positive,neutral,neutral,One location with the Ciumbuleuit peak tour... it's located at the very bottom... Transportation is provided from the ticket booth to the location... Lots of selfie spots... Miniatures of foreign countries...,,
f7777fcf8e7743e7b4ed90ccb02eabf3,2022-03-23 17:57:01,Floating Market Lembang,"Biaya masuk 40rb per orang, tiket bisa ditukar jus, kopi atau coklat. Banyak spot foto menarik dan instagramable. Kita bisa membeli makanan di foodcort nya dengan menukarkan koin.",5,neutral,neutral,positive,"Admission fee is 40 thousand per person, tickets can be exchanged for juice, coffee, or chocolate. Lots of interesting and Instagrammable photo spots. We can buy food at the food court by exchanging coins.",,
44da4340df2a4fa4aaeedf5c5c648828,2020-02-15 13:22:55,Gunung Putri Lembang,"View alam mantaaaaap, Camp ground murmer, pelayanan penjaga tiket ramah, hanya sarana toilet mohon diperbanyak lagi, kasian yg mau ke toilet sampe nunggu antrian panjang....😂😂😂😂 …",5,neutral,neutral,positive,"The view is amazing, the campsite is cheap, the ticket attendant's service is friendly. However, please add more toilet facilities, it's a pity people have to wait in a long queue to use the toilet...😂😂😂😂",,
39ea67efce5a49cabd1e4bcba6dc1a17,2021-02-23 18:05:04,Gunung Tangkuban Parahu,"Penataan dan pelatihan terhadap gaet lokalnya bagus, hanya saja kurang nyaman sama penjualnya yg terkesan memaksa pengunjung untuk membeli. Tapi ya itu usaha mereka juga sih..hehe",4,neutral,positive,neutral,"The arrangement and training of the local guides are good, but I'm not comfortable with the sellers who seem to pressure visitors to buy. But well, that's their livelihood too... hehe",,
ca38f580476a4a429e07b8d9171b5b6a,2023-01-15 13:22:47,Gunung Putri Lembang,"Kerennnnnnnnnnnnnn. Tapi gak recommended buat yang bawa anak kayaknya kemaren soalnya pas tahun baru banyak yg bawa anak, kasian anaknya kan dingin bgt soalnya trus nanjak gitu😔 …",5,neutral,neutral,positive,"Amazingggggggg. But I don't recommend it for people with kids, it seems. Yesterday, a lot of people brought their kids, and it was a shame because it was very cold and uphill😔…",,
2c1933e53b144e08bc92b012fe646b8e,2022-02-15 13:05:22,Taman Lembah DEWATA,"Tempat wisata yg bagus banget, masih  progres terus diperbagus . Cocok untuk prewed, atau keluarga yg membawa oranfg tua dan anak anaknya untuk bermain , makanannya juga enak enak",5,neutral,positive,positive,"A very good tourist spot, still progressing and being improved. Suitable for pre-wed shoots, or for families bringing elderly parents and children to play. The food is also delicious.",,
9b6efdbbefcd455ea2dab9d41c0e0482,2020-02-15 13:28:50,Stone Garden,Berada di Padalarang Citatah.dan letaanknya di bukit kapur.. dan kalo mau ke sana hati2 dengan makanya banyak sekawanan monyet liar dan makanan saya berhasil di bajak sama mereka.,5,neutral,neutral,neutral,"Located in Padalarang Citatah, on a limestone hill. And be careful when you go there, there are many groups of wild monkeys, and they managed to steal my food.",,
2c04b43c65954ca3b490856c35c25579,2022-06-23 18:21:57,Terminal Wisata Grafika Cikole,"Seru Dan menyenangkan Wisata Alam, Kegiatan outbond, Halang Rintang, FlyingFox. Sasak Gantung, camp. Apalagi Udaranya segar, pohon pinus tinggi menjulang, rumput hijau menghampar.",5,neutral,neutral,positive,"Exciting and Fun Nature Tourism, Outdoor Activities, Obstacle Course, Flying Fox, Suspension Bridge, Camp. Moreover, the air is fresh, tall pine trees tower, and green grass stretches out.",,
173d5d93c02d4bf68927ea63baf86603,2022-10-15 12:39:25,Sarae Hills,"Tiket masuk 50k dan dapat minuman ukuran kecil. Untuk ketempat foto""nya disediakan naik shuttle car gratis. Tempatnya biasa aja dan ga luas  dengan harga segitu rasanya kemahalan.",5,positive,negative,positive,"Entrance ticket is 50k and includes a small drink. A free shuttle car is provided to get to the photo spots. The place is just average and not spacious, and for that price, it feels overpriced.",,
9611d5bb4faf4ae7b279ec0cfaf66fd6,2020-02-15 13:48:39,Curug Maribaya,Tempat yg eksotis alam maribaya yg sejuk suara kumbang pohon dan di temani keceriaan keluarga. Lokasi yang sangat luas ada 7 spot tmpt yg luas. Klo pnya sepeda rekomended di bawa.,5,neutral,neutral,positive,"An exotic place, Maribaya's cool nature, the sound of tree beetles, accompanied by family cheerfulness. A very spacious location with 7 large spots. If you have a bicycle, it's recommended to bring it.",,
cf595eeb02e345d1ad5a129018d97b96,2022-08-23 17:57:14,Floating Market Lembang,"Datang ke sini hari libur nasional, untuk tiket masuk  30rb, 5rb parkir motor dan nanti tiket nya bisa di tukar minuman di pintu masuk
Tempat nya terawat, dan cocok untuk keluarga",5,neutral,positive,neutral,"Came here on a national holiday. For an entrance fee of 30,000 IDR, 5,000 IDR for motorcycle parking, and later the ticket can be exchanged for drinks at the entrance.
The place is well-maintained and suitable for families.",,
93af4dda397d445cb6a58e087937c165,2023-01-15 12:57:24,Kebun Begonia Lembang,Tempatnya lumayan luas dan banyak bunga berwarna-warni cocok untuk berselfie ria atau sekedar menikmati pemandangan hamparan bunga  merah begonia.  Harga tiketnya 20 rb perorang..,5,neutral,neutral,positive,"The place is quite spacious and has many colorful flowers, suitable for taking selfies or just enjoying the view of the expanse of red begonia flowers. The ticket price is 20 thousand per person.",,
a1f4b13c5d3d4da4a4c10375cd1bb134,2022-02-23 17:58:11,Floating Market Lembang,"Tempat nya lumayan bagus, sayangnya lokasi warungny kurang safe buat anak2 krn tidak ada pembatas dg danaunya,,, horor bgt ketika anak saya tercebur ke danaunya...untungnya gpp...",4,neutral,neutral,positive,"The place is quite good, unfortunately the warung's location is not very safe for children because there are no barriers to the lake,,, it was terrifying when my child fell into the lake... luckily they were okay...",,
ad9cf8b371694d6c8162bc476cae8fdc,2021-02-15 12:32:50,Taman Hutan Jayagiri Lembang,"Trek nya asik. Pemandangan nya indah. Banyak warung sepanjang jalan, jd bekal secukup nya saja.
Sayang nya sudah mulai kotor di sepanjang jalan setapak nya. Banyak sampah plastik.",5,neutral,negative,positive,"The trek was fun. The scenery was beautiful. There were many stalls along the way, so just bring enough provisions.
Unfortunately, it was already starting to get dirty along the path. Lots of plastic trash.",,
95225e6b7fc640a7952d8b2551600340,2022-03-15 12:32:51,Taman Hutan Jayagiri Lembang,"Tempat hiking yang murah meriah, akses mudah, pemandangan bagus, tidak banyak sampah, bisa akses ke sukawana, cikole, tangkuban perahu, atau hanya keliling-keliling disekitar saja",5,positive,positive,positive,"An affordable and vibrant hiking spot, with easy access, good scenery, not much trash, can access Sukawana, Cikole, Tangkuban Perahu, or just wander around the surroundings.",,
8eef5c025b9841ac9e3723c01a60dc6d,2021-02-15 13:04:07,Taman Lembah DEWATA,"+ Harga cukup bersahabat
+ Konsep tempat menarik
+ Banyak pilihan tempat makan/minum
+ Banyak tempat duduk
+ Ada fasilitas umum (wc)

- spot2 belum banyak. Masih bisa ditingkatkan",5,neutral,positive,negative,"+ Affordable price
+ Interesting venue concept
+ Many food/drink choices
+ Plenty of seating
+ Has public facilities (restrooms)

- Limited photo spots. Can still be improved",,
c85d98105f0b4850ae88bc7f7d35d69b,2022-10-23 17:57:19,Floating Market Lembang,"Rekomendasi tempat wisata di Bandung..
Banyak jajanan...
Harga masih terjangkau...
Cuma toiletnya kurang terawat,bau dan kotor

Banyak saung pondokan nya sudah reyot tidak terawat",5,neutral,negative,neutral,"Recommendations for tourist attractions in Bandung..
Lots of snacks...
Prices are still affordable...
Only the toilets are poorly maintained, smelly and dirty

Many of the saung huts are dilapidated and not maintained",,
f15aa95deaea4d5a9150f1fc2582e989,2021-02-23 17:57:57,Floating Market Lembang,"Bagus konsepnya..

Tempatnya luas juga dan menarik..

Untuk harga makanan standar.. ga mahal n terjangkau..

Banyak wahana seru n spot2 foto yg bagus2..

Parkiran luas dan mudah..",5,neutral,positive,neutral,"The concept is good..

The place is also spacious and interesting..

For the food price, it's standard.. not expensive and affordable..

Lots of exciting rides and good photo spots..

The parking lot is spacious and easy..",,
8e1c9e3c4a77429f936e42deb6535ca1,2022-02-15 12:24:50,Curug Tilu Leuwi Opat,Lokasinya enak bgt buat camping dan aman buat bawa anak². Lokasi camping banyak di sepanjang pinggir sungai aliran dari curug aseupan. Rekomended daach gk nyesel jauh² dr cikarang,5,neutral,positive,positive,"The location is great for camping and safe for children. There are many camping spots along the river flowing from Curug Aseupan. Recommended, you won't regret coming all the way from Cikarang.",,
643874a143b54d1ebf2d65a74922f20b,2021-02-15 12:57:13,Kebun Begonia Lembang,"tempat yang cocok untuk pecinta selfie/fotografi dan pecinta tanaman... spot spot foto sudah disediakan oleh pengelola, terdapat wisata petik buah/sayur sendiri dan rabbit feeding",5,neutral,neutral,positive,"A suitable place for selfie/photography lovers and plant lovers... photo spots are provided by the management, there is a self-picking fruit/vegetable tour and rabbit feeding.",,
25f0279c6e2544e694f9bbf7e1e881ca,2022-02-23 18:04:10,Gunung Tangkuban Parahu,"Alhamdulillah bisa berlibur untuk melepas kejenuhan dijakarta krn mesti drmh saja,berlibur kepegunungan sangat cocok untuk menikmati udara yg sangat sejuk dan sangat nyaman sekali",5,neutral,neutral,positive,"Alhamdulillah, I can go on vacation to relieve the boredom of being at home in Jakarta because I have to stay home. Vacationing to the mountains is very suitable for enjoying the very cool and very comfortable air.",,
ad934c8eac6747da813ecb611b1192f7,2022-07-23 18:04:27,Gunung Tangkuban Parahu,"Kawasan yang indah ini agak terganggu dengan Kesadaran para pengunjung yang masih kurang dalam menjaga kebersihan kawasan tangkuban parahu,padahal banyak disediakan tempat sampah.",5,neutral,neutral,neutral,"This beautiful area is somewhat marred by the lack of awareness among visitors regarding the cleanliness of the Tangkuban Perahu area, even though many trash bins are provided.",,
2b7027c4b5cd4060bb0a268b320eef2f,2021-02-15 13:29:36,Stone Garden,Trlalu banyak pungutan bikin kaya di palak ama warga.  Kliatan bngt ga ada sentuhan pemerintah daerah disini. Jalan kaya mau ke pedalaman di kalimantan. Parah... wakeup hey DPRD..,5,neutral,negative,neutral,"Too many levies make residents feel like they are being extorted. It's very clear that there's no local government presence here. The road looks like it's leading to the interior of Kalimantan. It's terrible... Wake up, DPRD!",,
8c918563348e46c8a4c8dea601747007,2022-04-23 18:34:08,Orchid Forest Cikole,"Bagus dan banyak spot fotonya
Di dalam ada cafe2 lucu
My kids (both 2.5 y/o) loves it here
Kalau habis jalan sampai pintu keluar di bawah, ada free shuttle untuk antar ke parkiran",4,neutral,positive,positive,"Good and many photo spots
Inside there are cute cafes
My kids (both 2.5 y/o) loves it here
If you finish walking to the exit downstairs, there's a free shuttle to take you to the parking lot",,
d5b569c44a234f1d8e89a24051ea5a96,2020-02-15 12:24:54,Curug Tilu Leuwi Opat,"Fasilitas masuk curugnya lengkap, dari wc bersih, mushola, sampe terminal charger hp juga ada, tapi air Curug nya kurang bagus, apalagi kalo di pake mandi, bagusnya buat foto foto",4,neutral,positive,negative,"The waterfall's facilities are complete, from clean toilets, a prayer room, to a phone charging terminal, but the waterfall water isn't very good, especially for bathing. It's better for taking photos.",,
db3f24e7900b4284bb12baa4f7cfe6cf,2021-02-15 14:05:07,Curug Layung Camp Situ Lembang,"Sangat bagus tempatnya bagi yg ingin jalan murah meriah di bandung silahkan datang ke tempat ini, biaya masuk Rp.10.000, tempatnya ada air terjun, camping, tempat selfie Rp. 5000.",5,neutral,neutral,neutral,"Very good place for those who want a cheap and cheerful trip in Bandung, please come to this place. Entrance fee Rp. 10,000, the place has a waterfall, camping, and selfie spots for Rp. 5,000.",,
2534929083e14fef8dd0368f8053366e,2019-02-23 17:58:42,Floating Market Lembang,"lumayan seru untuk rekreasi keluarga. yg sy suka miniatur kereta api, tp sayang sudah kurang terawat. tolong di tata ulang dan dibenahi kembali miniatur2 yg sudah mulai rusak.. 👍 …",4,neutral,negative,positive,"quite exciting for a family recreation. what I like is the miniature train, but unfortunately it's no longer well maintained. please rearrange and fix the miniatures that have started to break.. 👍 …",,
264cddfba54d4ae3b7c70b7e2868a404,2022-10-15 13:04:34,Taman Lembah DEWATA,"Beautiful place , Tempat bagus dan nyaman tapi untuk tempat masih sedikit pohon pohon yg tinggi jdi klo siang agak panas menyengat , Recommended datang kesini ketika Pagi atau Sore",5,neutral,neutral,positive,"Beautiful place, good and comfortable but still a bit lacking in tall trees, so it gets quite hot and stinging during the day. Recommended to come here in the morning or afternoon.",,
8af03a88ba0f41ceb12433007315c287,2019-02-15 13:49:02,Curug Maribaya,"saya pernah kesini sekali, air terjunnya sangat tinggi dan arusnya ccukup deras, tapi saya menikmati itu, karena keadaan lingkungannya membuat hilang rasa ngeri dari air terjun itu",5,neutral,neutral,positive,"I've been here once, the waterfall is very high and the current is quite strong, but I enjoyed it, because the environmental conditions made me lose the fear of the waterfall.",,
3ffcdd1b3b1b43baa8bce6aeadc590e9,2022-02-15 12:32:51,Taman Hutan Jayagiri Lembang,Benteng Jayagiri Besar ada 3 bangunan terletak di Gunung Putri Jaya Giri Lembang alangkah baiknya dilakukan perawatan lebih baik lagi untuk sarana wisata alam dari pihak terkait...,5,neutral,negative,neutral,"The Great Jayagiri Fortress has 3 buildings located in Mount Putri Jaya Giri, Lembang. It would be best if better maintenance were carried out for the natural tourism facilities by the relevant parties.",,
506483a55443429c831745979f62e3e0,2022-02-15 12:57:23,Kebun Begonia Lembang,"Tempat nya enak banget,di pinggiran kota,suasana nya nyaman,romantis,ada kafe nya juga,mushola,bisa metik sayuran,buah-buahan,tiket masuk nya juga murah,apalagi buat selfi/foto"",,,",5,positive,positive,positive,"The place is really nice, on the outskirts of the city, the atmosphere is comfortable, romantic, there's also a cafe, a prayer room, you can pick vegetables and fruits, the entrance ticket is also cheap, especially for selfies/photos,,,",,
770c1d4c619a4eec9aaba04c414df294,2019-02-15 14:15:33,Bukit Senyum,"Wisata alam Perkebunan di selatan kaki Gn Burangrang.
Sejuk, masih alami perlu penataan lg untuk spot photonya.
Kebersihan & Musholanya juga perlu diperluas.
Semoga semakin baik  !",5,neutral,neutral,positive,"Nature tourism in a plantation in the southern foothills of Mount Burangrang.
Cool, still natural, needs further arrangement for photo spots.
Cleanliness and the prayer room also need to be expanded.
Hope it gets better!",,
208d689660eb42f6ad9571c27b05a061,2023-02-16 18:34:24,Orchid Forest Cikole,"Suasana yang sejuk, banyak tanaman-tanaman yang bagus dan tumbuhan yang tinggi.. tempat yang recommended buat menghilangkan jenuh dan hangout bareng teman dan saudara.. bersih juga",4,neutral,neutral,positive,"The atmosphere is cool, with many beautiful plants and tall trees. A recommended place to relieve boredom and hang out with friends and family. It's clean too.",,
d6e2663d96b84397a9514522d17b98ad,2019-02-15 13:23:19,Gunung Putri Lembang,"Pemandangannya oke, dan buat yang ga suka hiking terlalu tinggi, ini cociks banget! Parkiran cukup luas, jalannya bagus, mobil oke buat lewat. Toilet, warung, dan mushola tersedia.",5,neutral,neutral,positive,"The view is okay, and for those who don't like hiking too high, this is very suitable! The parking lot is quite spacious, the road is good, and cars can pass easily. Toilets, food stalls, and a prayer room are available.",,
0fe5307dd8f0469f8553939c84bff6f7,2020-02-15 13:29:30,Stone Garden,"Ada pungli, padahal sudah ada tiket dan uang parkir jadi total kesini kalau menggunakan motor maka menghabiskan uang 15 rb yang seharusnya 10rb untuk tiket 5rb dan 5rb untuk parkir",5,neutral,negative,neutral,"There is an illegal fee, even though there is already a ticket and parking fee. So, coming here by motorbike costs a total of 15,000 rupiah, which should have been 10,000 for the ticket and 5,000 for parking.",,
bc55a9c7ebc14e1eb76ec64e10c5e63d,2021-02-15 13:43:40,Sanghyang Heuleut,"Meskipun aksesnya agak jauh dari jalan atau tempat parkir, tapi semuanya akan terbayarkan dengan keindahan alam di sanghyang heulet. Kita bisa berenang, terjun bebas atau ngaliwet.",5,negative,neutral,positive,"Although the access is a bit far from the road or parking lot, it will all be worth it with the natural beauty at Sanghyang Heulet. You can swim, cliff dive, or enjoy a traditional communal meal.",,
094113bde296477594672db23dd30ff8,2019-02-15 13:22:53,Gunung Putri Lembang,"Gunung yang paling bentar mendakinya, paling 10 menit, walaupun ketinggiannya agak rendah tapi ada kumpulan awan yang kaya samudra awan gitu loh, tempatnya cocok buat nenangin diri",5,neutral,neutral,positive,"The easiest mountain to climb, takes at most 10 minutes. Even though it's not very high, there's a cloud formation that looks like a sea of clouds. It's a suitable place to calm your mind.",,
a354ea9262c346fd8d1da7bc1e17b5c4,2020-02-23 18:04:54,Gunung Tangkuban Parahu,"Subhanallah kebesaran allah, sangat indah sekali ciptannya..
Sangat cocok untuk pecinta ketinggian. Namun disarankan memakai masker karena kadang terlalu menyengat bau belerangnya.",5,neutral,neutral,neutral,"Subhanallah, the greatness of Allah, His creation is so beautiful..
Very suitable for lovers of heights. However, it is recommended to wear a mask because sometimes the smell of sulfur is too strong.",,
6d587a8e5b1e4ad0a2728f67e6a7065c,2020-02-15 13:49:06,Curug Maribaya,Tempat wisata Curug Maribaya sangat bagus di kunjungi untuk keluarga anda. Suasana alam yg sangat alami..dan udara yg dinginn..selamat datang di kota Bandung Curug Maribaya lembang,5,neutral,neutral,neutral,"Curug Maribaya tourist spot is very good to visit for your family. The natural atmosphere is very original..and the air is cool..welcome to Bandung city, Curug Maribaya Lembang.",,
621aec8a0efb431d9e9d3f9e26f09272,2022-10-15 12:40:27,Sarae Hills,"
Tempat yang instagramable.
Tempatnya panas di hari yang cerah, lebih baik datang di pagi hari di hari kerja sehingga tidak banyak orang di sekitar saat mengambil foto atau selfie.",5,neutral,neutral,positive,"Instagrammable place.
It's hot there on a sunny day, it's better to come in the morning on a weekday so there aren't many people around when taking photos or selfies.",,
08a748f6e3244b48b77496833a896922,2021-02-23 17:58:06,Floating Market Lembang,"Banyak spot2 cantik buat foto,tetapi untuk ke kota mini mesti byr lg dan sy tdk ke sana. Krnsdh kelelahan mengitari floating market nya. Krn ini masa pandemi, jd tdk terlalu ramai.",4,neutral,neutral,positive,"There are many beautiful spots for photos, but to go to the mini city, you have to pay again, and I didn't go there because I was already tired from walking around the floating market. Since it's the pandemic period, it wasn't too crowded.",,
