id,datetime,location,text,rating,accessibility,facility,activity,english_translation,better_english_translation,pred_nllb_baseline,pred_nllb_finetuned
790a1ab0fa0546eba409edd4cb9e257b,23-02-2020 18:34,Orchid Forest Cikole,saya baru pertama kali kesini mungkin udah kapok ga bakalan kesini lagi udah tiket masuknya mahal 50 ribu tiap view berbayar akses jalan masuknya rusak banyak yg berlubang ga rekomendasi banget,5,negative,negative,negative,"This is my first time here, I might be done and won't come back again. The entrance ticket is already expensive, 50 thousand for every paid view. The access road is damaged with many potholes. I really don't recommend it.","This is my first time here and I've already had enough, I won't be coming back. The entrance ticket is expensive at 50,000, you have to pay for every single view, the access road is damaged and full of potholes. I really don't recommend it at all.",I've only been here the first time. I'm probably getting better. I'm not coming back.,"I'm here for the first time, maybe I've regretted it, won't come here again. The entrance ticket is already expensive, 50 thousand per view. Paid entrance fee. The entrance road access is damaged, many holes are not highly recommended."
855e3c30b23448b09023773cdfa35ca9,15-07-2022 13:28,Stone Garden,ke 2 kalinya ke sini tetep masi suka tempatnya cuma makanan di tas di ambil monyed ngakak banget,5,neutral,neutral,positive,"Second time here, still love the place. But a monkey snatched my bag, I was so amused.","My second time here and I still love the place, but a monkey took the food from my bag. Laughed so hard.","The second time I've been here, I'm still very fond of the place. It's just food in a bag.","This is my second time here, and I still like the place, but the food was in the bag and taken with a smile. It's really funny."
d5b0cb09f95b4bb3a5d2e02aacc3a428,23-02-2019 18:22,Terminal Wisata Grafika Cikole,makan siang sambil asyik nonton orang main flying fox rasa makanannya biasa saja tak ada yang istimewa musholla luas terawat baik parkir juga luas,4,neutral,positive,neutral,"Eating lunch while engrossed in watching people do the flying fox. The food tasted ordinary, nothing special. The prayer room is spacious and well-maintained. The parking area is also spacious.","Had lunch while enjoying watching people on the flying fox. The food was average, nothing special. The prayer room is spacious and well-maintained. The parking is also spacious.",lunch while watching people play flying fox the taste of the food is usually nothing special musholla wide taken care of well parking is also wide,"Lunch while enjoying watching people play the flying fox. The food tastes ordinary, nothing special. The prayer room is spacious, well-maintained, and parking is also spacious."
5d0fef7d9d134fb8b0ff5d9e3a69b83d,15-02-2022 14:05,Curug Layung Camp Situ Lembang,lokasi mudah di cari dekat dengan dusun bambu daerah lembang harga tiket masuk terjangkau tempatnya bersih cocok untuk berwisata outdoor bersama keluarga akses jalan masuk masih berbatu air terjunnya jernih dan sejuk banyak spot menarik untuk berfoto,4,positive,positive,positive,"Easy to find location, close to Dusun Bambu in the Lembang area. Affordable entrance ticket price. The place is clean, suitable for an outdoor trip with family. The access road is still rocky. The waterfall is clear and cool. Many interesting photo spots.","The location is easy to find, near Dusun Bambu in the Lembang area. The entrance ticket price is affordable. The place is clean, suitable for an outdoor trip with the family. The access road is still rocky. The waterfall is clear and cool, and there are many interesting spots for photos.",Location is easy to find near the bamboo hamlet area sheet price entry tickets affordable place clean suitable for outdoor travel with family access road entrance still rocky waterfalls clear and cool many attractive spots to take pictures,"Easy to find location near the Lembang area bamboo plantation. Affordable entrance ticket prices. The place is clean, suitable for outdoor tourism with family. The access road is still rocky, the waterfall is clear and cool, with many interesting spots for taking photos."
715d571cb4c1495988dfe6eb69548fb8,15-02-2020 13:49,Curug Maribaya,segar pegunungan yang asri udara yang segar pemandangan yang indah,5,neutral,neutral,positive,"The fresh mountain air, the beautiful scenery","Fresh, pristine mountains, fresh air, beautiful scenery.","Fresh mountains with fresh air, beautiful scenery","fresh mountains, lush air, beautiful scenery"
8d7f2c1d51d9460d98cd04e302ac3496,23-02-2022 18:35,Orchid Forest Cikole,- kebun atau kebun raya yang dipenuhi anggrek - lokasi searah dengan wisata tangkuban perahu - tiket masuk 35k org cukup mahal untuk sebuah kebun raya - luas area sekitar 12hektar - sore hari lebih bagus viewnya - jarak 40menit dari kota bandung - disediakan shuttle car untuk kembali ke parkiran kendaraan,5,neutral,neutral,neutral,"- A garden or botanical garden filled with orchids
- Located in the same direction as Tangkuban Perahu tourism
- Entrance ticket of 35k per person, quite expensive for a botanical garden
- Area size of approximately 12 hectares
- The view is better in the afternoon
- 40 minutes from Bandung city
- Shuttle cars are provided to return to the parking lot","- A garden or botanical garden filled with orchids
- The location is in the same direction as the Tangkuban Perahu tourist attraction
- The entrance ticket is 35k per person, which is quite expensive for a botanical garden
- The area is around 12 hectares
- The view is better in the afternoon
- 40 minutes away from the city of Bandung
- A shuttle car is provided to return to the vehicle parking area",- orchard or orchard filled with orchards - location in line with boat tour - entrance tickets 35k org quite expensive for a orchard - area of about 12 hectares - afternoon is better viewing - distance 40 minutes from the city of bandung - provided shuttle car to return to the car park,- a large garden or orchard filled with orchids - location in line with Tangkuban Perahu tourism - entrance ticket 35k per person is quite expensive for a large garden - area of about 12 hectares - afternoon view is better - 40 minutes from Bandung city - shuttle car is provided to return to vehicle parking
30cad6ae610441d5bf3d3d2bcd9d5d92,23-02-2022 18:22,Terminal Wisata Grafika Cikole,tempat yang nyaman dengan udara segar masuk ke sini gratis untuk sekedar jalan-jalan di dalam ada warung dan restoran outbound bird park dan glamour camp cocok untuk santai menunggu waktu check in hotel kalau lagi ke bandung,5,neutral,neutral,positive,"A comfortable place with fresh air coming in here. It's free to just walk around inside. There are kiosks and restaurants, an outbound bird park, and a glamour camp. It's suitable for relaxing while waiting for hotel check-in time when you're in Bandung.","A comfortable place with fresh air. Entry is free just to walk around. Inside there are food stalls and restaurants, outbound activities, a bird park, and a glamour camp. Suitable for relaxing while waiting for hotel check-in time when you're in Bandung.",There are shops and restaurants outbound bird park and glamour camp suitable for relaxing waiting time check in hotel if you are back to bandung,"A comfortable place with fresh air. Entrance here is free for just a stroll inside. There are stalls and restaurants, an outbound bird park, and a glamour camp. It's suitable for relaxing while waiting for hotel check-in. If you're going to Bandung,"
5b07aa4cf4624011801bfa6f56d01bcf,23-06-2022 18:04,Gunung Tangkuban Parahu,menjadi salah satu favorit kunjungan wisatawan cuaca sewaktu kunjungan hangat tidak begitu dingin banyak penjual pernak pernik menjajakan dagangan begitu juga oleh oleh khas berupa dodol banyak dijajakan disini pandai pandai menawar ya,4,neutral,neutral,neutral,"Becoming one of the tourist favorites, the weather during the visit was warm, not too cold. Many souvenir vendors were selling their wares, as well as typical souvenirs in the form of dodol, which were widely sold here. Be good at bargaining.","It has become a favorite for tourist visits. The weather during the visit was warm, not too cold. Many vendors were selling trinkets, as well as the local specialty souvenir, dodol, which was widely sold here. Be sure to bargain well",Became one of the favourites of the tourists weather visits when the visits were warm not so cold many sellers of cattle pernik trading as well as by the typical form of sales many trading here skilled skilled bidding yes,"becoming one of the tourist's favorite weather attractions when the visit is warm and not too cold. Many livestock vendors and picnics sell merchandise, as well as by traders in the form of vendors. There are many vendors here who are good at bidding."
09dabb587ea14d10b460e8cbd71cf459,15-02-2020 13:29,Stone Garden,pemandangannya bagus asri awas kalo kalian buang sampah jgn sembarangan yah love nature dan hati-hati juga saat selfie karma ada tempat yg kalo gak hati-hati bisa fatal akibatnya hati-hati tergelincir juga batu-batukecilnya agak tajam-tajam be careful if take ur children,5,neutral,neutral,positive,"The view is beautiful and natural. Be careful if you throw trash, don't litter. Love nature, and be careful when taking selfies too, because there are places where if you're not careful, the consequences can be fatal. Be careful of slipping too, the small rocks are a bit sharp. Be careful if you take your children.","The scenery is beautiful and serene. Be careful not to litter, love nature. Also, be cautious when taking selfies because there are spots where it can be fatal if you're not careful. Be careful of slipping as well; the small rocks are quite sharp. Be careful if you take your children.",The look is good asri watch out if you throw out the garbage don't seem well love nature and be careful also when selfie karma there is a place where if you're not careful it can be fatal as a result of it be careful slide also the little stones are quite sharp be careful if take ur children,"The scenery is beautiful and beautiful. Be careful if you throw trash away, don't be scattered. Love nature and also be careful when taking selfies. Karma. There are places where if you're not careful, it can be fatal. As a result, be careful of slipping, even the little rocks are a bit sharp. Be careful if you take children."
b0c1eafecedd4345bb06817076a52552,15-02-2019 13:48,Curug Maribaya,destinasi wisata alam menjernhkan fikiran setelah sibuk oleh rutinitas pekerjaan,2,neutral,neutral,positive,A natural tourist destination that clears the mind after being busy with work routines,A nature destination to clear the mind after a busy work routine.,natural tourist destinations clear your mind after being busy with routine work,Nature tourism destinations clear your mind after being busy with work routines
2cec7166f8f345d1a672726436519a04,15-02-2022 14:13,Sanghyang Kenit,tempatnya keren bagus buat foto foto dengan latar aliran sungai yang tebing tebingnya berwarna oranye di sini juga terdapat goa sanghyang kenit yang panjangnya 500 meter dan tembus ke sanghyang tikoro,5,neutral,neutral,positive,"The place is cool, great for taking photos with a river flow background, with orange cliffs. Here also lies the Sanghyang Kenit cave, which is 500 meters long and connects to Sanghyang Tikoro.","The place is cool, great for photos with a background of a river stream whose cliffs are orange. Also here is the Sanghyang Kenit cave, which is 500 meters long and connects to Sanghyang Tikoro.","It's a nice place to take a photo of the background of the river, the cliffs of which are orange in color.","The place is cool, good for photos, with a river flowing background. The cliffs are orange in color. Here, too, there is Sanghyang Kenit cave, which is 500 meters long and leads to Sanghyang Tikoro."
08805d1d44184246a48aa67b3d5ad6c9,15-02-2019 12:25,Curug Tilu Leuwi Opat,ok tp sepanjang perjalanan banyak pipa yg menghalangi ga diinjek susah diinjek takut pecah,4,neutral,negative,positive,"Okay, but throughout the journey, there were many pipes blocking it. It was hard to step on, afraid of them breaking.","Okay, but along the way there were many pipes in the way. It was hard not to step on them, I was afraid they would break.","All right, but along the way there's a lot of pipes that get in the way. It's hard to inject.","Okay, but along the way, there were many pipes that prevented being injected. It's difficult to inject, afraid to break."
0ddef34665aa43c9b3e2e49006fae165,15-02-2019 14:20,Situ Ciburuy,tempat wisata yang sangat jelek tidak diurus banyak sampah dan tidak indah mohon diperhatikan kembali pengelolaannya,1,neutral,negative,negative,"A very ugly tourist spot, neglected, full of trash, and not beautiful. Please reconsider its management.","A very bad tourist attraction, it is unmaintained, full of trash, and not beautiful. Please review the management.",Very ugly tourist attractions don't handle a lot of garbage and aren't beautiful please pay attention to their management,"A very bad tourist spot, not maintained, lots of trash and not beautiful, please pay attention to its management."
a16172348c7c408ca71bc8a2c0cd8061,15-02-2022 13:24,Gunung Putri Lembang,layak untuk kembali lagi ke sini ketika anda ingin mendaki dan berkemah tetapi tidak memakan waktu terlalu lama hanya membutuhkan waktu 30 menit dari pusat kota bandung cuacanya bagus mungkin sekitar 13 derajat celcius saat malam tiba untuk pemula sempurna,5,neutral,neutral,positive,"worth coming back here when you want to hike and camp but it doesn't take too long, only 30 minutes from downtown Bandung. The weather is good, maybe around 13 degrees Celsius when night falls, perfect for beginners.","Worth coming back here when you want to hike and camp but without it taking too long; it only takes 30 minutes from downtown Bandung. The weather is nice, maybe around 13 degrees Celsius at night. Perfect for beginners.",It's worth coming back here again when you want to climb and camp but it doesn't take too long. It only takes 30 minutes from downtown Bandung.,"It's worth coming back here again when you want to hike and camp, but it doesn't take too long. It only takes 30 minutes from downtown Bandung. The weather is good, maybe around 13 degrees Celsius at night. Perfect for beginners."
97c7eb1f37064562b88bccac3c22d39a,15-02-2019 13:30,Stone Garden,tmpt yg bagus buat yg suka selfie dan tiketnya pun murah,5,neutral,neutral,positive,A good place for those who like selfies and the ticket is also cheap.,"A great place for those who like to take selfies, and the tickets are cheap too.",It's a great place for selfie lovers and the tickets are cheap.,"A great place for those who like selfies, and the tickets are cheap too."
ecc5b64473e845e6a38db60b583f8952,15-02-2022 12:40,Sarae Hills,spot foto sangat terbatas dan tidak ramah untuk anak-anak dan orang tua,5,neutral,neutral,negative,Photo spots are very limited and not child-friendly or senior-friendly.,Photo spots are very limited and not friendly for children and the elderly.,Photo spots are very limited and unfriendly for children and parents,photo spots are very limited and not friendly for children and parents
552aea8a25c24c65a7e6888e77bd6b82,15-02-2020 13:04,Taman Lembah DEWATA,bagus mini bali tempatnya lumayan luas harga makanannya juga terjangkau ada feeding animal juga di sana,3,neutral,positive,positive,"Good mini Bali, the place is quite spacious, the food prices are also affordable, there is also animal feeding there","A nice mini Bali. The place is quite spacious, the food prices are also affordable, and they have animal feeding there too.",It's a nice mini Bali. The place is pretty wide. The price of food is also affordable.,"Good mini Bali, the place is quite spacious. The food prices are also affordable. There's also animal feeding there."
a66a8dc22e43448e80d74e18405a972b,15-02-2022 14:09,Curug Cimahi / Curug Pelangi,curug cimahi best view harus kesini kalo ke bandung ya,5,neutral,neutral,positive,"Curug Cimahi, best view, you must come here if you go to Bandung.","Curug Cimahi has the best view, you have to come here if you're in Bandung.",The best view should be here if we go to Bandung.,"Curug Cimahi, the best view, you have to come here if you go to Bandung."
e860acd79b9e480dbc8988e0694fa3af,15-02-2019 13:23,Gunung Putri Lembang,tempatnya sangat bagus pemandngan kota lembangnya terlihat lebih luas bisa di gunakan untuk berkemah pokonya cocok untuk mrngisi akhir pekan ini dan udaranya dinginnya sangan segar untuk di hirup saya saya yakin tidak akan gagal apabila datang ke gunung putri lembang,5,neutral,neutral,positive,"The place is very good, the view of the valley city looks wider, it can be used for camping, it's perfect for filling this weekend and the cold air is very fresh to breathe, I'm sure you won't fail if you come to Gunung Putri Lembang.","The place is very nice, the view of Lembang city looks more expansive. It can be used for camping. All in all, it's perfect for spending this weekend, and the cold air is very fresh to breathe. I'm sure you won't be disappointed if you come to Gunung Putri Lembang.",The place is very nice overlooking the slums. It looks more spacious. Can be used for camping. The trees are suitable for the weekend.,"The place is very nice, the view of Lembang city looks wider, it can be used for camping. It's perfect for camping this weekend, and the air is cold and refreshing to breathe. I'm sure you won't fail when you come to Mount Putri Lembang."
2e10243a984a425e8ef4f81913877d91,15-02-2020 12:57,Kebun Begonia Lembang,harga masuknya murah per orang hanya sekitar 10 rban kalo g salah namun jangan bawa kamera slr disini karena akan kena charge lagi bunga-bunganya juga bagus-bagus disini,5,neutral,neutral,positive,"The entrance fee is cheap, only around 10 thousand per person, if I'm not mistaken, but don't bring an SLR camera here because you'll be charged extra. The flowers here are also very beautiful.","The entrance fee is cheap, only around 10,000 per person if I'm not mistaken, but don't bring an SLR camera here because you will be charged extra. The flowers here are also very beautiful.",The price of admission is cheap per person only about 10 rban if g is wrong but don't bring the slr camera here because you'll have to charge again the flowers are also good here,"The entrance fee is cheap, only about 10 thousand per person. If you're wrong, don't bring your own camera here because you'll have to charge again. The flowers are also really good here."
448b0d9f073d4a6f89401cb19320386f,23-02-2021 18:23,Terminal Wisata Grafika Cikole,univ xsc pertama di sini tempatnya luaas dan pemandanganya mantap,5,neutral,neutral,positive,"The first university XSC is here, it's spacious and the view is great","The first XSC university is here, the place is spacious and the view is awesome.",First univ xsc here the place is out and the view is solid,"First univ xsc here, the place is outdoors and the scenery is amazing"
84ee7c7206d6412eb2d48f6674ce8edc,23-07-2022 18:21,Terminal Wisata Grafika Cikole,fresh air clean cozy place tempat perkemahan dekat ke toilet tempat makan serta area permainan flying fox jembatan gantung turun tebing dan lainnya it was sunnya day when i visited clear sky and unforgettable moments,5,neutral,positive,positive,"fresh air, clean, cozy place, campsite, close to the toilet, food area, as well as a playground, flying fox, suspension bridge, rappelling, and more. It was a sunny day when I visited, with a clear sky and unforgettable moments.","Fresh air, a clean and cozy place. The campsite is near the toilets, a dining area, and a play area with a flying fox, suspension bridge, cliff rappelling, and more. It was a sunny day when I visited, with a clear sky and unforgettable moments.",It was sunny day when I visited clear sky and unforgettable moments,"fresh air, clean, cozy place, campsite, near toilets, dining area, and flying fox play area, suspension bridge down cliffs, etc. It was sunny day when I visited clear sky and unforgettable moments."
430b808525ae463bbd6f36ed4bcbfd44,15-02-2020 12:57,Kebun Begonia Lembang,tempatnya bagus indah penuh dengan berbagai macam dan warna warni bunga ada taman pertanian juga seru asyik buat wisata keluarga santai tapi ramai pengunjung dari berbagai macam daerah,4,neutral,neutral,positive,"The place is nice, beautiful, full of various kinds and colorful flowers. There's also a farm garden, exciting and fun for a relaxed family trip, but it's crowded with visitors from various regions.","The place is beautiful, filled with a variety of colorful flowers. There's also an agricultural park. It's fun and enjoyable for a relaxing family outing, but it's crowded with visitors from various regions.",It's a beautiful place full of all sorts of colors and flowers. There's an agricultural garden. It's also fun. It's fun for family tours.,"The place is nice, beautiful, full of various and colorful flowers. There's also an exciting agricultural park, fun for relaxing family tours, but crowded with visitors from various areas."
08fe3738f11d4ec8849c397106a8ad73,15-02-2021 14:15,Bukit Senyum,nyaman buat refreshing jalan ke lokasi sdh mulai bagus di beton asyik buat jalan-jalan pake motor,5,neutral,neutral,positive,"Comfortable for refreshing, the road to the location is starting to be paved and is fun for riding a motorcycle.","Comfortable for refreshing. The road to the location is getting better, now paved with concrete, which is fun for a motorbike ride.",It's convenient for refreshing the road to the location. It's getting good in concrete.,"Comfortable for refreshing, the road to the location is starting to get good in concrete, fun for a motorcycle ride."
d790ac6861fc4e358546f560bd6b817e,23-12-2022 17:57,Floating Market Lembang,wisata yang bisa memanjakan diri dgn suasana alam yang asri dgn wahana permainan yg membuat qt senang bisa tertawa bersama keluarga berwisata ke sini membuat qt bahagia bs berfoto bermain makan bersama pokoknya bahagia bersama,5,neutral,neutral,neutral,"A tour that can pamper yourself with a beautiful natural atmosphere, with amusement rides that make us happy and can laugh with family. Traveling here makes us happy, can take photos, play, eat together, basically happy together.","A tourist destination where you can pamper yourself with a beautiful, natural atmosphere and fun rides that will make you happy. You can laugh together with your family. Visiting here makes you happy; you can take photos, play, and eat together. In short, it's a place to be happy together.",tourists who can indulge themselves in the atmosphere of nature that is asri with the wagon games that make qt happy to laugh with the family traveling here making qt happy bs taking pictures eating together basically happy together,"A tour that can delight yourself with a beautiful natural atmosphere with fun fun fun fun rides that make you laugh with family. Traveling here makes you happy, you can take photos, play with them, eat with them, and ultimately, be happy together."
a8aa386ff55d4f2483b431ad59a928fe,23-02-2021 18:04,Gunung Tangkuban Parahu,pemandangan kawah tangkubanparahu dari dulu gak pernah mengecewakan fasilitasnya juga semakin baik namun harga tiket untuk turis asing yang hampir 10x lipat dari turis lokal membuat spot yang menjadi icon wisata jawa barat ini seringkali mendapat review negatif,5,neutral,negative,positive,"The view of Tangkuban Perahu crater has never been disappointing. The facilities are also improving, but the ticket price for foreign tourists, which is almost 10 times that of local tourists, causes this iconic West Java tourist spot to often receive negative reviews.","The view of the Tangkuban Parahu crater has never been disappointing and the facilities are also getting better. However, the ticket price for foreign tourists, which is almost 10 times that of local tourists, often causes this iconic West Java tourist spot to receive negative reviews.",The view of the crater tankboats from the past never disappoints the facilities are also getting better but the price of tickets for foreign tourists that is almost 10x more than local tourists makes the spot that has become an icon of tourism west Java this often gets negative reviews,"The Tangkuban Perahu crater scenery from the past never disappoints. The facilities are also getting better, but the ticket price for foreign tourists is almost 10 times that of local tourists, making this West Java tourist icon spot often receive negative reviews."
01176f32dd5b4434813eefa396111fdd,15-02-2019 13:49,Curug Maribaya,jalur pendakian sudah bagus tapi setelah membayar kami tidak diberi bukti pembayaran tiket parkir dan tiket masuk,2,positive,neutral,negative,"The hiking trail is good, but after paying, we were not given proof of payment for the parking ticket and entrance ticket.","The hiking trail is good, but after paying, we were not given a receipt for the parking and entrance tickets.",The climbing line was fine but after we paid we were not given proof of payment for parking tickets and entrance tickets.,"The ascent path is already good, but after paying, we were not given proof of payment for the parking ticket and entrance ticket."
103428b09a254a24b30c0da63c880ce6,15-02-2019 13:23,Gunung Putri Lembang,tempat camping ceria yang asik sunrisenya juga asik pisan,5,neutral,neutral,positive,A fun camping spot with a really cool sunrise,A fun and cheerful campsite. The sunrise is awesome too.,A cheerful campsite the sunrise is also very cheerful,"A fun, cheerful campsite, and the sunrise is also very fun."
c6cf3f3e0472482b81eceed36ca7384d,23-02-2020 18:04,Gunung Tangkuban Parahu,di sana sangat bagus akan pemandangan dan juga sangat sejuk bila paling atas,4,neutral,neutral,positive,It's very good there for the views and also very cool at the very top,"The view there is beautiful, and it is also very cool at the very top.",There's a very nice view and it's also very cool when it's at the top.,There's a very good view and it's also very cool when you're at the top.
5e5b4643152a465483a7e081b440ec1a,23-12-2022 17:57,Floating Market Lembang,must visited place kalo ke lembang harga tiket masuk 35k dapet one stop entertainment semua ada banyak spot selfie mainan anak lengkap makanan lengkap dan harga terjangkau rata-rata 20-25ribu aja banyak wahana main anak tp berbayar lagi ada kota mini juga tp bayar lg harga tiket masuk overall puas sih kesini,5,neutral,positive,neutral,"Must-visit place if you go to Lembang. Entrance ticket price is 35k and you get one-stop entertainment. Everything is there, lots of selfie spots, complete kids' toys, complete food and affordable prices, averaging only 20-25k. Many kids' rides but they're additional cost. There's also a mini town but that's also extra. Overall, satisfied coming here.","A must-visit place if you're in Lembang. The entrance ticket is 35k and you get a one-stop entertainment experience. It has everything: lots of selfie spots, a complete play area for kids, and a wide variety of food at affordable prices, averaging only 20-25 thousand. There are many kids' rides, but you have to pay for them separately. There's also a Mini City, but that requires an additional payment too. Overall, I'm satisfied with the visit.",There's plenty of spot selfie toys for kids full of food and affordable prices on average 20-25 thousand don't have a lot of cars to play with kids but pay more there's a mini city too but pay lg ticket price overall satisfied here,"A must-visit place if you go to Lembang. The entrance ticket price is 35k, you get one-stop entertainment. There are many selfie spots, complete children's toys, complete food, and affordable prices. On average, there are only 20-25 thousand. There are many children's play attractions, but it's also worth it. There's also a mini city, but you still have to pay the entrance ticket price. Overall, I'm satisfied coming here."
d720fe80aafa441895544d6ba93b58f6,02-02-2023 18:34,Orchid Forest Cikole,ikutan trekking di pet adventure trekking sejauh 1 km untuk anabul seneng banget anabul aku krn ada 2 tempat yg boleh off leash jadi anabul bebas lari-larian,5,neutral,neutral,positive,"Join the Pet Adventure Trekking for a 1 km trek. My furry friend is so happy because there are 2 places where they can go off-leash, so my furry friend can run around freely.","I joined a 1 km pet adventure trek. My furbaby was so happy because there were two spots where they could be off-leash, so they were free to run around.",I'm really happy with anabul because there are two places I can take off the leash so anabul is free to run.,"Join the pet trekking adventure trekking for 1 km for anabul. I'm really happy with anabul because there are 2 places where you can take off the leash, so anabul is free to run around."
1be0cab18f33467e9cc2c43fb6a517cf,15-02-2020 12:57,Kebun Begonia Lembang,depannya sih lumayan bagus banyak bunganya dan spotnya juga bagus tapi pas di kebun sayur kok kayak gak terawat ya kurang peramutan kayaknya,5,neutral,neutral,positive,"In front, it's quite nice with many flowers and good spots, but when you get to the vegetable garden, it looks neglected, like it lacks care.","The front area is quite nice with lots of flowers and good spots, but the vegetable garden seemed unkempt. It looks like it's not well-maintained.","The front is pretty good, lots of flowers and spots are good, but when in the vegetable garden it's like it's not taken care of.","The front is quite good, there are many flowers, and the spots are also good, but when you're in the vegetable garden, it looks like it's not well-maintained, and there seems to be a lack of moisture."
a925fc51988d48e0a5975fab8013f508,23-02-2020 18:05,Gunung Tangkuban Parahu,masuk mobil 25rb orang lupaa strawberry 10rb blueberry 10rb suasana pastinya dingin jam 17 00 diusir sudahan ada pedagang tasbih yg baik ramah bantu potoin ceritain story gn tang perahu,5,neutral,neutral,neutral,"entered the car 25k people forgot strawberry 10k blueberry 10k atmosphere definitely cold at 17:00 chased away finished there was a good, friendly tasbih seller who helped take photos, told stories about the boat","Car entrance is 25k, forgot the per-person fee. Strawberries 10k, blueberries 10k. The atmosphere is definitely cold. At 5:00 PM, we were already ushered out. There was a kind, friendly prayer bead seller who helped take our photo and told the story of Mount Tangkuban Perahu.",Get in the car 25 rb people forget strawberries 10 rb blueberries 10 rb the atmosphere must be cold at 17:00,"Enter the car for 25,000 IDR, people forget strawberries for 10,000 IDR, blueberries for 10,000 IDR. The atmosphere is definitely cold at 5 PM. They were evicted at dawn. There are better vendors, friendly, help us take photos, tell us the story of Tang Boat."
c5c28db3bbfe4ae791ee19db1a6adf74,23-02-2019 18:05,Gunung Tangkuban Parahu,coba ada wahana wisata alamnya seperti outbound cuma perlu hati-hati terinjak kotoran kuda yaah,3,neutral,negative,negative,"try to have a nature tourism attraction like outbound, just need to be careful not to step on horse poop","They have nature attractions like outbound, you just have to be careful not to step on horse manure.",I'll try to find a tourist car like an outbound. Just be careful stepping on the horse shit.,"Try a nature tourist attraction like outbound, just be careful stepping on horse dirt. Yeah."
1bf93ca9e1f24bafa0d1712b325d1257,15-02-2020 13:05,Taman Lembah DEWATA,murah meriah harga karcisnya cuma belum beres penataannya cukup romantis buat yang lagi pacaran,4,neutral,positive,positive,"cheap and cheerful ticket prices, just the arrangement isn't quite finished, quite romantic for those who are dating","The tickets are cheap, but the layout isn't finished yet. It's quite romantic for couples.",It's cheap. The price of the tickets isn't exactly right. It's romantic enough for a date.,"Cheap and cheerful, the ticket price isn't quite right yet, the arrangement is quite romantic for those who are dating."
debca984d04f4068be9272781e807b2e,15-02-2019 13:23,Gunung Putri Lembang,udah sering banget kesini dan gak pernah bosen karena memang setiap sudut pemandangannya yang menenangkan malem malem bisa liat citylight paginya bisa dapetin sunrise hanya 1 hal yang harus diperhatikan oleh pengelola yaitu toilet kadang gak ada airnya kadang banyak juga sampah yang betebaran di dalam toilet,5,neutral,negative,positive,"I've been here so many times and never get bored because the view from every corner is so calming. At night, you can see the city lights, and in the morning, you can catch the sunrise. There's just one thing the management needs to pay attention to: the toilets. Sometimes there's no water, and sometimes there's a lot of trash scattered inside.","I've been here so many times and have never gotten bored because the view from every angle is so calming. At night, you can see the city lights, and in the morning, you can catch the sunrise. There is only one thing the management needs to pay attention to: the toilets. Sometimes there is no water, and at other times, there's also a lot of trash scattered inside.",I've been here a lot and I've never been bored because indeed every corner of the view that soothes the afternoon can see the citylight in the morning can get sunrise only one thing the manager has to pay attention to is the toilet sometimes there's no water sometimes there's a lot of garbage scattered in the toilet,"I've been here so often and never get bored because indeed every corner of the scenery is soothing. In the afternoon, you can see the city lights. In the morning, you can get sunrise. The only thing management needs to pay attention to is the toilet, sometimes there's no water. Sometimes there's also a lot of trash scattered inside the toilet."
f5423799c74b4293a5ad016a2e82dae9,15-02-2019 14:20,Situ Ciburuy,sebuah tempat rekreasi keluarga yg sudah ada sejak jaman dahulu,5,neutral,neutral,neutral,a family recreation place that has existed since ancient times,A family recreation spot that has been around for a long time.,It's a family recreation site that's been around since ancient times.,a family recreation spot that has been around since ancient times
053b625b3cc046fbb4700288e541b753,23-11-2022 18:22,Terminal Wisata Grafika Cikole,tempat yg cocok utk camping dan outbound ga jauh dari gn tangkuban perahu dan wisata alam lainnya viewnya mantap recommended buat yg ingin uji nyali outbound dan camping tersedia byk villa juga urban camp,5,neutral,positive,positive,"A suitable place for camping and outbound, not far from Mount Tangkuban Perahu and other natural attractions. The view is amazing. Recommended for those who want to test their courage with outbound and camping. Many villas are also available, including Urban Camp.","A great place for camping and outbound activities, not far from Mt. Tangkuban Perahu and other natural attractions. The view is awesome. Recommended for those who want to test their courage with outbound activities and camping. Many villas and an urban camp are also available.",A suitable place for camping and outbound is not far from the gates of boats and other natural tourism the view is solid recommended for those who want to test outbound and outbound camping available many villas also urban camp,"A suitable place for camping and outbound, not far from Tangkuban Perahu and other nature attractions. The view is great, recommended for those who want to try outbound and outbound activities. Many villas are also available, including urban camping."
b9b00a0a0d2c4076a179bd56cf51cc59,23-02-2022 18:13,Ciwangun Indah Camp (CIC),masyaallah bagus khusus yg kuat naik turun tangga hati-hati ada monyet,5,neutral,neutral,neutral,"Subhanallah, it's great, especially for those who are strong. Be careful going up and down the stairs, there are monkeys.","Wow, it's beautiful. Especially for those who are strong enough to go up and down the stairs. Be careful, there are monkeys.",It's a special good one. A strong one. Take the stairs.,"God, it's good, especially strong ones. Go up and down the stairs, be careful, there are monkeys."
