id,datetime,location,text,rating,accessibility,facility,activity,english_translation,better_english_translation,LSTM_pred,pred_helsinki_baseline,pred_helsinki_finetuned,pred_nllb_baseline,pred_nllb_finetuned,mbart_baseline,pred_mbart_finetuned
5d0fef7d9d134fb8b0ff5d9e3a69b83d,15-02-2022 14:05,Curug Layung Camp Situ Lembang,lokasi mudah di cari dekat dengan dusun bambu daerah lembang harga tiket masuk terjangkau tempatnya bersih cocok untuk berwisata outdoor bersama keluarga akses jalan masuk masih berbatu air terjunnya jernih dan sejuk banyak spot menarik untuk berfoto,4,positive,positive,positive,"Easy to find location, close to Dusun Bambu in the Lembang area. Affordable entrance ticket price. The place is clean, suitable for an outdoor trip with family. The access road is still rocky. The waterfall is clear and cool. Many interesting photo spots.","The location is easy to find, near Dusun Bambu in the Lembang area. The entrance ticket price is affordable. The place is clean, suitable for an outdoor trip with the family. The access road is still rocky. The waterfall is clear and cool, and there are many interesting spots for photos.",the place is the the the the the the the the the the the the the the the,"The location is easily sought near the bamboo hamlet. The price of an affordable ticket, where it's clean. It's suitable for outdoor travel with families.","The location is easy to find, close to the bamboo village, Lembang area. The entrance ticket price is affordable, the place is clean, suitable for outdoor tours with family. The entrance access road is still rocky, the waterfall is clear and cool. There are many interesting spots for taking photos.",Location is easy to find near the bamboo hamlet area sheet price entry tickets affordable place clean suitable for outdoor travel with family access road entrance still rocky waterfalls clear and cool many attractive spots to take pictures,"Easy to find location near the Lembang area bamboo plantation. Affordable entrance ticket prices. The place is clean, suitable for outdoor tourism with family. The access road is still rocky, the waterfall is clear and cool, with many interesting spots for taking photos.","The location is easy to find, near the bamboo sunshine, the area is easy to get to, the ticket prices are affordable, it's clean, it's perfect for outdoor vacations with your family, the access road is still clear, the waterfall is clear and cool, lots of interesting spots to take pictures of.","Easy to find location, close to Dusun Bambu, Lembang area. Affordable entrance ticket prices. The place is clean, suitable for outdoor tourism with family. The access road is still rocky. The waterfall is clear and cool, with many interesting spots for photos."
715d571cb4c1495988dfe6eb69548fb8,15-02-2020 13:49,Curug Maribaya,segar pegunungan yang asri udara yang segar pemandangan yang indah,5,neutral,neutral,positive,"The fresh mountain air, the beautiful scenery","Fresh, pristine mountains, fresh air, beautiful scenery.",the place is the the the the the the the the the the the the the the the,Fresh mountains of fresh air are a beautiful sight,"fresh, beautiful mountains, fresh air, beautiful scenery","Fresh mountains with fresh air, beautiful scenery","fresh mountains, lush air, beautiful scenery","It's fresh mountains, it's fresh air, it's beautiful scenery.","Fresh mountain scenery, fresh air, beautiful scenery"
8d7f2c1d51d9460d98cd04e302ac3496,23-02-2022 18:35,Orchid Forest Cikole,- kebun atau kebun raya yang dipenuhi anggrek - lokasi searah dengan wisata tangkuban perahu - tiket masuk 35k orang cukup mahal untuk sebuah kebun raya - luas area sekitar 12hektar - sore hari lebih bagus viewnya - jarak 40menit dari kota bandung - disediakan shuttle car untuk kembali ke parkiran kendaraan,5,neutral,neutral,neutral,"- A garden or botanical garden filled with orchids
- Located in the same direction as Tangkuban Perahu tourism
- Entrance ticket of 35k per person, quite expensive for a botanical garden
- Area size of approximately 12 hectares
- The view is better in the afternoon
- 40 minutes from Bandung city
- Shuttle cars are provided to return to the parking lot","- A garden or botanical garden filled with orchids
- The location is in the same direction as the Tangkuban Perahu tourist attraction
- The entrance ticket is 35k per person, which is quite expensive for a botanical garden
- The area is around 12 hectares
- The view is better in the afternoon
- 40 minutes away from the city of Bandung
- A shuttle car is provided to return to the vehicle parking area",the place is the the the the the the the the the the the the the the the,- A garden or garden full of orchids - a location on tour of the boat - a ticket in 35k people is expensive enough for a botanical garden - an area of about 12hektar - an afternoon better view - a 40-minute drive from the city - provided with a shuttle car to return to the parking lot,"- A garden or botanical garden filled with orchids - a location located on Tangkuban Perahu tourism - Entrance ticket for 35k per person is quite expensive for a botanical garden - a spacious area of about 12hektar - afternoon, the view is better - a 40-minute distance from Bandung city - provided with a shuttle car to return to the vehicle parking",- orchard or orchard filled with orchards - location in line with boat tour - entrance tickets 35k org quite expensive for a orchard - area of about 12 hectares - afternoon is better viewing - distance 40 minutes from the city of bandung - provided shuttle car to return to the car park,- a large garden or orchard filled with orchids - location in line with Tangkuban Perahu tourism - entrance ticket 35k per person is quite expensive for a large garden - area of about 12 hectares - afternoon view is better - 40 minutes from Bandung city - shuttle car is provided to return to vehicle parking,"It's either a garden or a park filled with shrimp, it's a late-night location with a boat ride, it's a $35 check-in, fairly expensive for a park, it's an area of about 12 acres, it's better in the afternoons, it's 40 minutes away from downtown, it's got a shuttle car to get back to the parking lot.","- A garden or a park filled with orchids - The location is close to Tangkuban Perahu tourism - Entrance fee is 35k per person, quite expensive for a park - The area is large, around 12 hectares - The view is better in the afternoon - The distance is 40 minutes from Bandung city - Shuttle cars are provided to return to the vehicle parking lot."
30cad6ae610441d5bf3d3d2bcd9d5d92,23-02-2022 18:22,Terminal Wisata Grafika Cikole,tempat yang nyaman dengan udara segar masuk ke sini gratis untuk sekedar jalan-jalan di dalam ada warung dan restoran outbound biru park dan glamour camp cocok untuk santai menunggu waktu check ini hotel kalau lagi ke bandung,5,neutral,neutral,positive,"A comfortable place with fresh air coming in here. It's free to just walk around inside. There are kiosks and restaurants, an outbound bird park, and a glamour camp. It's suitable for relaxing while waiting for hotel check-in time when you're in Bandung.","A comfortable place with fresh air. Entry is free just to walk around. Inside there are food stalls and restaurants, outbound activities, a bird park, and a glamour camp. Suitable for relaxing while waiting for hotel check-in time when you're in Bandung.",the place is the the the the the the the the the the the the the the the,Comfortable place with fresh air coming in here free for a walk in. There's a stall and a restaurant outbound bird park and glamour camp. It's good to relax.,A comfortable place with fresh air. Entering here is free for a stroll inside. There's a stall and restaurant. Outbound bird park and glamour camp. Suitable for relaxing waiting for time to check in. If you go to Bandung.,There are shops and restaurants outbound bird park and glamour camp suitable for relaxing waiting time check in hotel if you are back to bandung,"A comfortable place with fresh air. Entrance here is free for just a stroll inside. There are stalls and restaurants, an outbound bird park, and a glamour camp. It's suitable for relaxing while waiting for hotel check-in. If you're going to Bandung,","It's a nice place with fresh air coming in, free of charge for walks, indoor shelters, outbound restaurants, bird parks and glamour camps, perfect for relaxing while waiting for your check-in, if you're in the backpack.","A comfortable place with fresh air, entrance is free for just a stroll inside. There are stalls and restaurants. Outbound activities include Bird Park and Glamour Camp. It's suitable for relaxing while waiting for the check-in time. If you're going to Bandung again, it's better to check in."
5b07aa4cf4624011801bfa6f56d01bcf,23-06-2022 18:04,Gunung Tangkuban Parahu,menjadi salah satu favorit kunjungan wisatawan cuaca sewaktu kunjungan hangat tidak begitu dingin banyak penjual pernak pernik menjajakan dagangan begitu juga oleh oleh khas berupa dodol banyak dijajakan disini pandai pandai menawar ya,4,neutral,neutral,neutral,"Becoming one of the tourist favorites, the weather during the visit was warm, not too cold. Many souvenir vendors were selling their wares, as well as typical souvenirs in the form of dodol, which were widely sold here. Be good at bargaining.","It has become a favorite for tourist visits. The weather during the visit was warm, not too cold. Many vendors were selling trinkets, as well as the local specialty souvenir, dodol, which was widely sold here. Be sure to bargain well",the place is the the the the the the the the the the the the the the the,Becoming one of the favorite visitors to the weather when a warm visit isn't so cold There are many knickknacks selling goods as well as a typical dodol,"Being one of the favorite tourist attractions of the weather during a warm visit, it's not too cold. There are many ornaments vendors selling merchandise, as well as by a typical dodol. There are many polls here that are good at bidding.",Became one of the favourites of the tourists weather visits when the visits were warm not so cold many sellers of cattle pernik trading as well as by the typical form of sales many trading here skilled skilled bidding yes,"becoming one of the tourist's favorite weather attractions when the visit is warm and not too cold. Many livestock vendors and picnics sell merchandise, as well as by traders in the form of vendors. There are many vendors here who are good at bidding.","It's one of the favorite tourist destinations for tourists when it's not so hot, when it's not so cold, and lots of shopkeepers are selling off things, and also by the way, there's a lot of dodo signage out there, and they're very, very good at bargaining.","becoming one of the favorite tourist destinations, the weather when the visit is warm is not very cold, many vendors selling livestock, selling goods, as well as by-products like dodols, many are sold here, they're good at bargaining."
09dabb587ea14d10b460e8cbd71cf459,15-02-2020 13:29,Stone Garden,pemandangannya bagus asri awas kalo kalian buang sampah jangan sembarangan ya love nature dan hati-hati juga saat selfie karma ada tempat yang kalo enggak hati-hati bisa fatal akibatnya hati-hati tergelincir juga batu-batukecilnya agak tajam-tajam be careful if take ur children,5,neutral,neutral,positive,"The view is beautiful and natural. Be careful if you throw trash, don't litter. Love nature, and be careful when taking selfies too, because there are places where if you're not careful, the consequences can be fatal. Be careful of slipping too, the small rocks are a bit sharp. Be careful if you take your children.","The scenery is beautiful and serene. Be careful not to litter, love nature. Also, be cautious when taking selfies because there are spots where it can be fatal if you're not careful. Be careful of slipping as well; the small rocks are quite sharp. Be careful if you take your children.",the place is the the the the the the the the the the the the the the the,"fontcolor="" # FFFF00""the viewis good fontcolor="" # FFFF00""atone fontcolor="" # FFFF00""atonesure fontcolor="" # FFFF00""ifyoudouse fontcolor="" # FFFF00""well fontcolor="" # FFFF00""well fontcolor="" # FFFF00""ifyoudon'tbepertable fontcolor="" # FFFF00""bedispositful fontcolor="" # FFFF00""Cassion fontcolor="" # FFFF00""Casess","The view is nice and natural. Be careful if you litter, don't litter. Love nature and be careful. During selfies, karma has a place that, if not, can be fatal, as a result, careful to slip. The small rocks are a bit sharp. Be careful if you take ur children.",The look is good asri watch out if you throw out the garbage don't seem well love nature and be careful also when selfie karma there is a place where if you're not careful it can be fatal as a result of it be careful slide also the little stones are quite sharp be careful if take ur children,"The scenery is beautiful and beautiful. Be careful if you throw trash away, don't be scattered. Love nature and also be careful when taking selfies. Karma. There are places where if you're not careful, it can be fatal. As a result, be careful of slipping, even the little rocks are a bit sharp. Be careful if you take children.","It's a good view, but watch out for your garbage, your unwanted stuff, and love nature, and be careful when you take selfies, because there are places where you can be deadly, and be careful when you bend over, and the little rocks are kind of sharp. Be careful if you take ur children.","The view is nice and beautiful, watch if you litter. Don't litter indiscriminately. Love nature and be careful when taking selfies. There are places where it can be fatal if you're not careful. As a result, be careful, the small rocks are a bit sharp. Be careful if you take children."
b0c1eafecedd4345bb06817076a52552,15-02-2019 13:48,Curug Maribaya,destinasi wisata alam menjernhkan pikiran setelah sibuk oleh rutinitas pekerjaan,2,neutral,neutral,positive,A natural tourist destination that clears the mind after being busy with work routines,A nature destination to clear the mind after a busy work routine.,the place is the the the the the the the the the the the the the the the,The destination of nature's travel forces the mind after being busy by the routine of work.,Nature tourist destinations calm your mind after being busy by routine work,natural tourist destinations clear your mind after being busy with routine work,Nature tourism destinations clear your mind after being busy with work routines,The natural tourist destinations distract you from the hustle and bustle of everyday life.,Nature tourism destinations to refresh your mind after being busy with work routines
2cec7166f8f345d1a672726436519a04,15-02-2022 14:13,Sanghyang Kenit,tempatnya keren bagus buat foto foto dengan latar aliran sungai yang tebing tebingnya berwarna oranye di sini juga terdapat goa sanghyang kenit yang panjangnya 500 meter dan tembus ke sanghyang tikoro,5,neutral,neutral,positive,"The place is cool, great for taking photos with a river flow background, with orange cliffs. Here also lies the Sanghyang Kenit cave, which is 500 meters long and connects to Sanghyang Tikoro.","The place is cool, great for photos with a background of a river stream whose cliffs are orange. Also here is the Sanghyang Kenit cave, which is 500 meters long and connects to Sanghyang Tikoro.",the place is the the the the the the the the the the the the the the the,It's a cool place to shoot photos with river background. It's orange cliffs. It's also got a crescendo cave that's 500 meters long.,"The place is cool, good for taking photos with the river background, with orange cliff cliffs here. There's also Sanghyang Kenit Cave, which is 500 meters long and through Sanghyang Tikoro.","It's a nice place to take a photo of the background of the river, the cliffs of which are orange in color.","The place is cool, good for photos, with a river flowing background. The cliffs are orange in color. Here, too, there is Sanghyang Kenit cave, which is 500 meters long and leads to Sanghyang Tikoro.","It's a really nice place to take pictures with the streamlined, orange-tinted shafts, and there's a 500-meter-long Congolese megafauna that feeds on goose bumblebees.","The place is cool, good for taking photos with a view of the cliff-lined river, the cliffs are orange. There is also Sanghyang Kenit cave, which is 500 meters long and leads to Sanghyang Tikoro."
08805d1d44184246a48aa67b3d5ad6c9,15-02-2019 12:25,Curug Tilu Leuwi Opat,ok tapi sepanjang perjalanan banyak pipa yang menghalangi enggak diinjek susah diinjek takut pecah,4,neutral,negative,positive,"Okay, but throughout the journey, there were many pipes blocking it. It was hard to step on, afraid of them breaking.","Okay, but along the way there were many pipes in the way. It was hard not to step on them, I was afraid they would break.",the place is the the the the the the the the the the the the the the the,"Okay, but all along the way, a lot of pipes have been blocked. It's hard to find fear of breaking.","Okay, but along the way, there are many pipes that keep you from being teased. It's difficult to find fear of breaking.","All right, but along the way there's a lot of pipes that get in the way. It's hard to inject.","Okay, but along the way, there were many pipes that prevented being injected. It's difficult to inject, afraid to break.","Okay, so along the way, there's a lot of pipes that get in the way of gas, they get in the way of injections, they get in the way of fractures.","Okay, but along the way, there are many pipes that prevent you from injecting. It's hard to inject because you're afraid of breaking."
0ddef34665aa43c9b3e2e49006fae165,15-02-2019 14:20,Situ Ciburuy,tempat wisata yang sangat jelek tidak diurus banyak sampah dan tidak indah mohon diperhatikan kembali pengelolaannya,1,neutral,negative,negative,"A very ugly tourist spot, neglected, full of trash, and not beautiful. Please reconsider its management.","A very bad tourist attraction, it is unmaintained, full of trash, and not beautiful. Please review the management.",the place is the the the the the the the the the the the the the the the,A very bad place to travel is not taken care of. A lot of junk and not beautiful. Please pay attention to the management.,"A very bad tourist spot, not managed by a lot of trash and not beautiful. Please pay attention to the management.",Very ugly tourist attractions don't handle a lot of garbage and aren't beautiful please pay attention to their management,"A very bad tourist spot, not maintained, lots of trash and not beautiful, please pay attention to its management.","It's a very bad tourist destination, it doesn't handle a lot of trash, and it's not beautiful, so please pay attention to the management.","A very bad tourist spot, not disposed of, lots of trash, and not beautiful. Please pay attention to its management again."
a16172348c7c408ca71bc8a2c0cd8061,15-02-2022 13:24,Gunung Putri Lembang,layak untuk kembali lagi ke sini ketika anda ingin mendaki dan berkemah tetapi tidak memakan waktu terlalu lama hanya membutuhkan waktu 30 menit dari pusat kota bandung cuacanya bagus mungkin sekitar 13 derajat celcius saat malam tiba untuk pemula sempurna,5,neutral,neutral,positive,"worth coming back here when you want to hike and camp but it doesn't take too long, only 30 minutes from downtown Bandung. The weather is good, maybe around 13 degrees Celsius when night falls, perfect for beginners.","Worth coming back here when you want to hike and camp but without it taking too long; it only takes 30 minutes from downtown Bandung. The weather is nice, maybe around 13 degrees Celsius at night. Perfect for beginners.",the place is the the the the the the the the the the the the the the the,It's worth coming back here when you want to climb and camp. But it doesn't take too long. It only takes 30 minutes from downtown.,"It's worth coming back here when you want to hike and camp, but it doesn't take too long. It only takes 30 minutes from downtown Bandung. The weather is good, maybe about 13 degrees Celsius at night. It's perfect for beginners.",It's worth coming back here again when you want to climb and camp but it doesn't take too long. It only takes 30 minutes from downtown Bandung.,"It's worth coming back here again when you want to hike and camp, but it doesn't take too long. It only takes 30 minutes from downtown Bandung. The weather is good, maybe around 13 degrees Celsius at night. Perfect for beginners.","It's worth coming back here when you want to climb and camp, but it doesn't take long, it takes about 30 minutes from downtown, the weather is fine, maybe around minus 13 when the night comes for the perfect start.","It's worth coming back here when you want to hike and camp, but it doesn't take too long. It only takes 30 minutes from Bandung city center. The weather is good, maybe around 13 degrees Celsius at night. Perfect for beginners."
97c7eb1f37064562b88bccac3c22d39a,15-02-2019 13:30,Stone Garden,tempat yang bagus buat yang suka selfie dan tiketnya pun murah,5,neutral,neutral,positive,A good place for those who like selfies and the ticket is also cheap.,"A great place for those who like to take selfies, and the tickets are cheap too.",the place is the the the the the the the the the the the the the the the,It's good for selfies and cheap tickets.,A good place for those who like selfies and the tickets are cheap.,It's a great place for selfie lovers and the tickets are cheap.,"A great place for those who like selfies, and the tickets are cheap too.","It's great for selfies, and it's cheap.",A great place for those who like selfies and the tickets are cheap too
ecc5b64473e845e6a38db60b583f8952,15-02-2022 12:40,Sarae Hills,spot foto sangat terbatas dan tidak ramah untuk anak-anak dan orang tua,5,neutral,neutral,negative,Photo spots are very limited and not child-friendly or senior-friendly.,Photo spots are very limited and not friendly for children and the elderly.,the place is the the the the the the the the the the the the the the the,photo spots are very limited and unfriendly for children and parents,Photo spots are very limited and not friendly for children and parents,Photo spots are very limited and unfriendly for children and parents,photo spots are very limited and not friendly for children and parents,The photo spots are very limited and unfriendly to children and parents.,photo spots are very limited and not friendly for children and parents
552aea8a25c24c65a7e6888e77bd6b82,15-02-2020 13:04,Taman Lembah DEWATA,bagus mini bali tempatnya lumayan luas harga makanannya juga terjangkau ada feeding animal juga di sana,3,neutral,positive,positive,"Good mini Bali, the place is quite spacious, the food prices are also affordable, there is also animal feeding there","A nice mini Bali. The place is quite spacious, the food prices are also affordable, and they have animal feeding there too.",the place is the the the the the the the the the the the the the the the,Nice. Mini-bali. It's pretty big. The food price is affordable.,"The place is good, mini-bal, it's quite spacious, the food prices are affordable, there's also animal feeding there.",It's a nice mini Bali. The place is pretty wide. The price of food is also affordable.,"Good mini Bali, the place is quite spacious. The food prices are also affordable. There's also animal feeding there.","It's nice, it's spacious, it's affordable, there's animal feeding too.","The place is quite spacious, the food prices are also affordable, and there's also animal feeding there."
a66a8dc22e43448e80d74e18405a972b,15-02-2022 14:09,Curug Cimahi / Curug Pelangi,curug cimahi best view harus kesini kalo ke bandung ya,5,neutral,neutral,positive,"Curug Cimahi, best view, you must come here if you go to Bandung.","Curug Cimahi has the best view, you have to come here if you're in Bandung.",the place is the the the the the the the the the the the the the the the,Curug cimahi best view should come to the bar,"Curug Cimahi, best view, you have to come here if you want to go to Bandung.",The best view should be here if we go to Bandung.,"Curug Cimahi, the best view, you have to come here if you go to Bandung.",The best-viewed spiderweb is the one that cuts fish to the ribbon.,"Curug Cimahi, best view. You should come here if you go to Bandung."
e860acd79b9e480dbc8988e0694fa3af,15-02-2019 13:23,Gunung Putri Lembang,tempatnya sangat bagus pemandngan kota lembangnya terlihat lebih luas bisa di gunakan untuk berkemah pokoknya cocok untuk mrngisi akhir pekan ini dan udaranya dinginnya sangan segar untuk di hirup saya saya yakin tidak akan gagal apabila datang ke gunung putri lembang,5,neutral,neutral,positive,"The place is very good, the view of the valley city looks wider, it can be used for camping, it's perfect for filling this weekend and the cold air is very fresh to breathe, I'm sure you won't fail if you come to Gunung Putri Lembang.","The place is very nice, the view of Lembang city looks more expansive. It can be used for camping. All in all, it's perfect for spending this weekend, and the cold air is very fresh to breathe. I'm sure you won't be disappointed if you come to Gunung Putri Lembang.",the place is the the the the the the the the the the the the the the the,It's a very nice place. It's a bit broader. It can be used to camp the poko.,"The place is very good, the Lembang city view looks more spacious. It can be used for camping. The poko is suitable for this weekend's ride, and the air is cold and fresh to breathe. I'm sure it won't fail if I come to Mount Princess Lembang.",The place is very nice overlooking the slums. It looks more spacious. Can be used for camping. The trees are suitable for the weekend.,"The place is very nice, the view of Lembang city looks wider, it can be used for camping. It's perfect for camping this weekend, and the air is cold and refreshing to breathe. I'm sure you won't fail when you come to Mount Putri Lembang.","It's a very nice place, it's got a lot of grass, it's got a lot of open space to camp in, it's perfect for this weekend's sightseeing, and it's cool and it's fresh to breathe, and I'm sure it's not going to be a disadvantage if you're coming to the mountains of beetles.","The place is very nice, the surroundings of Lembang city look more spacious, can be used for camping. It's definitely suitable for a weekend getaway, and the air is cold and very fresh to breathe. I'm sure you won't be disappointed if you come to Gunung Putri Lembang."
2e10243a984a425e8ef4f81913877d91,15-02-2020 12:57,Kebun Begonia Lembang,harga masuknya murah per orang hanya sekitar 10 rban kalo enggak salah namun jangan bawa kamera slr disini karena akan kena charge lagi bunga-bunganya juga bagus-bagus disini,5,neutral,neutral,positive,"The entrance fee is cheap, only around 10 thousand per person, if I'm not mistaken, but don't bring an SLR camera here because you'll be charged extra. The flowers here are also very beautiful.","The entrance fee is cheap, only around 10,000 per person if I'm not mistaken, but don't bring an SLR camera here because you will be charged extra. The flowers here are also very beautiful.",the place is the the the the the the the the the the the the the the the,The price of entry is cheap per person. It's only about 10 rban if you're wrong. But don't bring the camera slr here.,"The entrance price is cheap per person, only about 10 rupiah per person. If I'm not mistaken, but don't bring a camera. SLR here because there will be an additional charge. The flowers are also good here.",The price of admission is cheap per person only about 10 rban if g is wrong but don't bring the slr camera here because you'll have to charge again the flowers are also good here,"The entrance fee is cheap, only about 10 thousand per person. If you're wrong, don't bring your own camera here because you'll have to charge again. The flowers are also really good here.","The entry price is low per person, it's only about 10 cents, and that's wrong, but don't bring your camera here because it's going to charge again, and the flowers are really nice here.","The entrance fee is cheap per person, only around 10 IDR if you're not mistaken, but don't bring a DSLR camera here because you'll be charged again. The flowers are also beautiful here."
448b0d9f073d4a6f89401cb19320386f,23-02-2021 18:23,Terminal Wisata Grafika Cikole,universitas xsc pertama di sini tempatnya luaas dan pemandanganya mantap,5,neutral,neutral,positive,"The first university XSC is here, it's spacious and the view is great","The first XSC university is here, the place is spacious and the view is awesome.",the place is the the the the the the the the the the the the the the the,First univ xsc here is luaas and the view is great.,"First univ xsc here, the place is luaas and the view is amazing.",First univ xsc here the place is out and the view is solid,"First univ xsc here, the place is outdoors and the scenery is amazing",The first xsc unit here is where the moon rises and the sky stays still.,"First time here, the place is cool and the view is amazing."
84ee7c7206d6412eb2d48f6674ce8edc,23-07-2022 18:21,Terminal Wisata Grafika Cikole,fresh air clean cozy place tempat perkemahan dekat ke toilet tempat makan serta area permainan flying fox jembatan gantung turun tebing dan lainnya itu was sunnya day when i visited clear sky and unforgettable moments,5,neutral,positive,positive,"fresh air, clean, cozy place, campsite, close to the toilet, food area, as well as a playground, flying fox, suspension bridge, rappelling, and more. It was a sunny day when I visited, with a clear sky and unforgettable moments.","Fresh air, a clean and cozy place. The campsite is near the toilets, a dining area, and a play area with a flying fox, suspension bridge, cliff rappelling, and more. It was a sunny day when I visited, with a clear sky and unforgettable moments.",the place is the the the the the the the the the the the the the the the,fresh air clean cozy place camp place near the toilet feeder as well as the flying fox game area hang bridges down cliffs and others it was sunnya day when i saw clear sky and unforgettable moments,"Fresh, clean, cozy, camping spot near the toilet, dining area, and the flying fox area. The suspension bridge went down the cliff and others. It was the sun on the day when I saw clear sky and unforgettable moments.",It was sunny day when I visited clear sky and unforgettable moments,"fresh air, clean, cozy place, campsite, near toilets, dining area, and flying fox play area, suspension bridge down cliffs, etc. It was sunny day when I visited clear sky and unforgettable moments.",fresh water clean cozy place campsite near toilet dining area and play area flying fox bridge hanging cliffs and others it was sunny day when I visited clear sky and unforgettable moments,"Fresh air, clean, cozy campsite, close to toilets, dining area, and a game area. Flying fox, suspension bridge, cliffs, and more. It was sunny day when I visited clear sky and unforgettable moments."
430b808525ae463bbd6f36ed4bcbfd44,15-02-2020 12:57,Kebun Begonia Lembang,tempatnya bagus indah penuh dengan berbagai macam dan warna warni bunga ada taman pertanian juga seru asyik buat wisata keluarga santai tapi ramai pengunjung dari berbagai macam daerah,4,neutral,neutral,positive,"The place is nice, beautiful, full of various kinds and colorful flowers. There's also a farm garden, exciting and fun for a relaxed family trip, but it's crowded with visitors from various regions.","The place is beautiful, filled with a variety of colorful flowers. There's also an agricultural park. It's fun and enjoyable for a relaxing family outing, but it's crowded with visitors from various regions.",the place is the the the the the the the the the the the the the the the,It's nice. It's beautiful. It's full of different colors and flowers.,"The place is nice, beautiful, full of various kinds and colorful flowers. There's also a farm garden. It's fun for relaxing family tourism, but it's crowded with visitors from various areas.",It's a beautiful place full of all sorts of colors and flowers. There's an agricultural garden. It's also fun. It's fun for family tours.,"The place is nice, beautiful, full of various and colorful flowers. There's also an exciting agricultural park, fun for relaxing family tours, but crowded with visitors from various areas.","It's nice, it's beautiful, it's full of different kinds of flowers, it's full of different colors, it's got a lot of agriculture, it's a lot of fun for families, it's a lot of leisure, but lots of tourists from all over the place.","The place is nice and beautiful, full of various kinds and colorful flowers. There's also a fun farm garden, great for a relaxed family trip, but crowded with visitors from various regions."
08fe3738f11d4ec8849c397106a8ad73,15-02-2021 14:15,Bukit Senyum,nyaman buat refreshing jalan ke lokasi sudah mulai bagus di beton asyik buat jalan-jalan pakai motor,5,neutral,neutral,positive,"Comfortable for refreshing, the road to the location is starting to be paved and is fun for riding a motorcycle.","Comfortable for refreshing. The road to the location is getting better, now paved with concrete, which is fun for a motorbike ride.",the place is the the the the the the the the the the the the the the the,It's convenient to refresh the road to the location. It's good in concrete. Keep the motors running.,"Comfortable for refreshing, the road to the location is starting to be good in concrete, fun for a motorcycle stroll.",It's convenient for refreshing the road to the location. It's getting good in concrete.,"Comfortable for refreshing, the road to the location is starting to get good in concrete, fun for a motorcycle ride.",It's nice to have a refreshing road to the site; it starts off nice in concrete; it's fun to have motorways.,"Comfortable for refreshing, the road to the location is already good in concrete, fun for a motorcycle walk"
d790ac6861fc4e358546f560bd6b817e,23-12-2022 17:57,Floating Market Lembang,wisata yang bisa memanjakan diri dengan suasana alam yang asri dengan wahana permainan yang membuat kita senang bisa tertawa bersama keluarga berwisata ke sini membuat kita bahagia bisa berfoto bermain makan bersama pokoknya bahagia bersama,5,neutral,neutral,neutral,"A tour that can pamper yourself with a beautiful natural atmosphere, with amusement rides that make us happy and can laugh with family. Traveling here makes us happy, can take photos, play, eat together, basically happy together.","A tourist destination where you can pamper yourself with a beautiful, natural atmosphere and fun rides that will make you happy. You can laugh together with your family. Visiting here makes you happy; you can take photos, play, and eat together. In short, it's a place to be happy together.",the place is the the the the the the the the the the the the the the the,Travelers who can indulge themselves in the atmosphere of nature and ride games that make it fun to laugh with families who travel here make it so happy to get a picture of eating together just to be happy together,"A tourist that can indulge itself in a natural atmosphere that is natural and natural with a game ride that makes you happy to be able to laugh with family and travel here makes you happy, making you get to take photos, playing meals together, making you happy together.",tourists who can indulge themselves in the atmosphere of nature that is asri with the wagon games that make qt happy to laugh with the family traveling here making qt happy bs taking pictures eating together basically happy together,"A tour that can delight yourself with a beautiful natural atmosphere with fun fun fun fun rides that make you laugh with family. Traveling here makes you happy, you can take photos, play with them, eat with them, and ultimately, be happy together.","A trip that takes you up a hill, a trip that's got a lot of wildlife, a trip that's got lots of games, a trip that makes you happy, a trip that's got you laughing with your family, a trip that's got you happy, a trip that's got you taking pictures, a trip that's got you eating together, a trip that's got you having fun.","A tour that can take you on a stroll with a beautiful natural atmosphere, with fun rides that make you happy. You can laugh with family. Traveling here makes you happy. You can take photos, play, and eat together. Basically, you're happy together."
