,id,datetime,location,text,rating,accessibility,facility,activity,english_translation,better_english_translation,LSTM_pred
106,5d0fef7d9d134fb8b0ff5d9e3a69b83d,15-02-2022 14:05,Curug Layung Camp Situ Lembang,lokasi mudah di cari dekat dengan dusun bambu daerah lembang harga tiket masuk terjangkau tempatnya bersih cocok untuk berwisata outdoor bersama keluarga akses jalan masuk masih berbatu air terjunnya jernih dan sejuk banyak spot menarik untuk berfoto,4,positive,positive,positive,"Easy to find location, close to Dusun Bambu in the Lembang area. Affordable entrance ticket price. The place is clean, suitable for an outdoor trip with family. The access road is still rocky. The waterfall is clear and cool. Many interesting photo spots.","The location is easy to find, near Dusun Bambu in the Lembang area. The entrance ticket price is affordable. The place is clean, suitable for an outdoor trip with the family. The access road is still rocky. The waterfall is clear and cool, and there are many interesting spots for photos.",the place is the the the the the the the the the the the the the the the
107,715d571cb4c1495988dfe6eb69548fb8,15-02-2020 13:49,Curug Maribaya,segar pegunungan yang asri udara yang segar pemandangan yang indah,5,neutral,neutral,positive,"The fresh mountain air, the beautiful scenery","Fresh, pristine mountains, fresh air, beautiful scenery.",the place is the the the the the the the the the the the the the the the
108,8d7f2c1d51d9460d98cd04e302ac3496,23-02-2022 18:35,Orchid Forest Cikole,- kebun atau kebun raya yang dipenuhi anggrek - lokasi searah dengan wisata tangkuban perahu - tiket masuk 35k org cukup mahal untuk sebuah kebun raya - luas area sekitar 12hektar - sore hari lebih bagus viewnya - jarak 40menit dari kota bandung - disediakan shuttle car untuk kembali ke parkiran kendaraan,5,neutral,neutral,neutral,"- A garden or botanical garden filled with orchids
- Located in the same direction as Tangkuban Perahu tourism
- Entrance ticket of 35k per person, quite expensive for a botanical garden
- Area size of approximately 12 hectares
- The view is better in the afternoon
- 40 minutes from Bandung city
- Shuttle cars are provided to return to the parking lot","- A garden or botanical garden filled with orchids
- The location is in the same direction as the Tangkuban Perahu tourist attraction
- The entrance ticket is 35k per person, which is quite expensive for a botanical garden
- The area is around 12 hectares
- The view is better in the afternoon
- 40 minutes away from the city of Bandung
- A shuttle car is provided to return to the vehicle parking area",the place is the the the the the the the the the the the the the the the
109,30cad6ae610441d5bf3d3d2bcd9d5d92,23-02-2022 18:22,Terminal Wisata Grafika Cikole,tempat yang nyaman dengan udara segar masuk ke sini gratis untuk sekedar jalan-jalan di dalam ada warung dan restoran outbound bird park dan glamour camp cocok untuk santai menunggu waktu check in hotel kalau lagi ke bandung,5,neutral,neutral,positive,"A comfortable place with fresh air coming in here. It's free to just walk around inside. There are kiosks and restaurants, an outbound bird park, and a glamour camp. It's suitable for relaxing while waiting for hotel check-in time when you're in Bandung.","A comfortable place with fresh air. Entry is free just to walk around. Inside there are food stalls and restaurants, outbound activities, a bird park, and a glamour camp. Suitable for relaxing while waiting for hotel check-in time when you're in Bandung.",the place is the the the the the the the the the the the the the the the
110,5b07aa4cf4624011801bfa6f56d01bcf,23-06-2022 18:04,Gunung Tangkuban Parahu,menjadi salah satu favorit kunjungan wisatawan cuaca sewaktu kunjungan hangat tidak begitu dingin banyak penjual pernak pernik menjajakan dagangan begitu juga oleh oleh khas berupa dodol banyak dijajakan disini pandai pandai menawar ya,4,neutral,neutral,neutral,"Becoming one of the tourist favorites, the weather during the visit was warm, not too cold. Many souvenir vendors were selling their wares, as well as typical souvenirs in the form of dodol, which were widely sold here. Be good at bargaining.","It has become a favorite for tourist visits. The weather during the visit was warm, not too cold. Many vendors were selling trinkets, as well as the local specialty souvenir, dodol, which was widely sold here. Be sure to bargain well",the place is the the the the the the the the the the the the the the the
111,09dabb587ea14d10b460e8cbd71cf459,15-02-2020 13:29,Stone Garden,pemandangannya bagus asri awas kalo kalian buang sampah jgn sembarangan yah love nature dan hati-hati juga saat selfie karma ada tempat yg kalo gak hati-hati bisa fatal akibatnya hati-hati tergelincir juga batu-batukecilnya agak tajam-tajam be careful if take ur children,5,neutral,neutral,positive,"The view is beautiful and natural. Be careful if you throw trash, don't litter. Love nature, and be careful when taking selfies too, because there are places where if you're not careful, the consequences can be fatal. Be careful of slipping too, the small rocks are a bit sharp. Be careful if you take your children.","The scenery is beautiful and serene. Be careful not to litter, love nature. Also, be cautious when taking selfies because there are spots where it can be fatal if you're not careful. Be careful of slipping as well; the small rocks are quite sharp. Be careful if you take your children.",the place is the the the the the the the the the the the the the the the
112,b0c1eafecedd4345bb06817076a52552,15-02-2019 13:48,Curug Maribaya,destinasi wisata alam menjernhkan fikiran setelah sibuk oleh rutinitas pekerjaan,2,neutral,neutral,positive,A natural tourist destination that clears the mind after being busy with work routines,A nature destination to clear the mind after a busy work routine.,the place is the the the the the the the the the the the the the the the
113,2cec7166f8f345d1a672726436519a04,15-02-2022 14:13,Sanghyang Kenit,tempatnya keren bagus buat foto foto dengan latar aliran sungai yang tebing tebingnya berwarna oranye di sini juga terdapat goa sanghyang kenit yang panjangnya 500 meter dan tembus ke sanghyang tikoro,5,neutral,neutral,positive,"The place is cool, great for taking photos with a river flow background, with orange cliffs. Here also lies the Sanghyang Kenit cave, which is 500 meters long and connects to Sanghyang Tikoro.","The place is cool, great for photos with a background of a river stream whose cliffs are orange. Also here is the Sanghyang Kenit cave, which is 500 meters long and connects to Sanghyang Tikoro.",the place is the the the the the the the the the the the the the the the
114,08805d1d44184246a48aa67b3d5ad6c9,15-02-2019 12:25,Curug Tilu Leuwi Opat,ok tp sepanjang perjalanan banyak pipa yg menghalangi ga diinjek susah diinjek takut pecah,4,neutral,negative,positive,"Okay, but throughout the journey, there were many pipes blocking it. It was hard to step on, afraid of them breaking.","Okay, but along the way there were many pipes in the way. It was hard not to step on them, I was afraid they would break.",the place is the the the the the the the the the the the the the the the
115,0ddef34665aa43c9b3e2e49006fae165,15-02-2019 14:20,Situ Ciburuy,tempat wisata yang sangat jelek tidak diurus banyak sampah dan tidak indah mohon diperhatikan kembali pengelolaannya,1,neutral,negative,negative,"A very ugly tourist spot, neglected, full of trash, and not beautiful. Please reconsider its management.","A very bad tourist attraction, it is unmaintained, full of trash, and not beautiful. Please review the management.",the place is the the the the the the the the the the the the the the the
116,a16172348c7c408ca71bc8a2c0cd8061,15-02-2022 13:24,Gunung Putri Lembang,layak untuk kembali lagi ke sini ketika anda ingin mendaki dan berkemah tetapi tidak memakan waktu terlalu lama hanya membutuhkan waktu 30 menit dari pusat kota bandung cuacanya bagus mungkin sekitar 13 derajat celcius saat malam tiba untuk pemula sempurna,5,neutral,neutral,positive,"worth coming back here when you want to hike and camp but it doesn't take too long, only 30 minutes from downtown Bandung. The weather is good, maybe around 13 degrees Celsius when night falls, perfect for beginners.","Worth coming back here when you want to hike and camp but without it taking too long; it only takes 30 minutes from downtown Bandung. The weather is nice, maybe around 13 degrees Celsius at night. Perfect for beginners.",the place is the the the the the the the the the the the the the the the
117,97c7eb1f37064562b88bccac3c22d39a,15-02-2019 13:30,Stone Garden,tmpt yg bagus buat yg suka selfie dan tiketnya pun murah,5,neutral,neutral,positive,A good place for those who like selfies and the ticket is also cheap.,"A great place for those who like to take selfies, and the tickets are cheap too.",the place is the the the the the the the the the the the the the the the
118,ecc5b64473e845e6a38db60b583f8952,15-02-2022 12:40,Sarae Hills,spot foto sangat terbatas dan tidak ramah untuk anak-anak dan orang tua,5,neutral,neutral,negative,Photo spots are very limited and not child-friendly or senior-friendly.,Photo spots are very limited and not friendly for children and the elderly.,the place is the the the the the the the the the the the the the the the
119,552aea8a25c24c65a7e6888e77bd6b82,15-02-2020 13:04,Taman Lembah DEWATA,bagus mini bali tempatnya lumayan luas harga makanannya juga terjangkau ada feeding animal juga di sana,3,neutral,positive,positive,"Good mini Bali, the place is quite spacious, the food prices are also affordable, there is also animal feeding there","A nice mini Bali. The place is quite spacious, the food prices are also affordable, and they have animal feeding there too.",the place is the the the the the the the the the the the the the the the
120,a66a8dc22e43448e80d74e18405a972b,15-02-2022 14:09,Curug Cimahi / Curug Pelangi,curug cimahi best view harus kesini kalo ke bandung ya,5,neutral,neutral,positive,"Curug Cimahi, best view, you must come here if you go to Bandung.","Curug Cimahi has the best view, you have to come here if you're in Bandung.",the place is the the the the the the the the the the the the the the the
121,e860acd79b9e480dbc8988e0694fa3af,15-02-2019 13:23,Gunung Putri Lembang,tempatnya sangat bagus pemandngan kota lembangnya terlihat lebih luas bisa di gunakan untuk berkemah pokonya cocok untuk mrngisi akhir pekan ini dan udaranya dinginnya sangan segar untuk di hirup saya saya yakin tidak akan gagal apabila datang ke gunung putri lembang,5,neutral,neutral,positive,"The place is very good, the view of the valley city looks wider, it can be used for camping, it's perfect for filling this weekend and the cold air is very fresh to breathe, I'm sure you won't fail if you come to Gunung Putri Lembang.","The place is very nice, the view of Lembang city looks more expansive. It can be used for camping. All in all, it's perfect for spending this weekend, and the cold air is very fresh to breathe. I'm sure you won't be disappointed if you come to Gunung Putri Lembang.",the place is the the the the the the the the the the the the the the the
122,2e10243a984a425e8ef4f81913877d91,15-02-2020 12:57,Kebun Begonia Lembang,harga masuknya murah per orang hanya sekitar 10 rban kalo g salah namun jangan bawa kamera slr disini karena akan kena charge lagi bunga-bunganya juga bagus-bagus disini,5,neutral,neutral,positive,"The entrance fee is cheap, only around 10 thousand per person, if I'm not mistaken, but don't bring an SLR camera here because you'll be charged extra. The flowers here are also very beautiful.","The entrance fee is cheap, only around 10,000 per person if I'm not mistaken, but don't bring an SLR camera here because you will be charged extra. The flowers here are also very beautiful.",the place is the the the the the the the the the the the the the the the
123,448b0d9f073d4a6f89401cb19320386f,23-02-2021 18:23,Terminal Wisata Grafika Cikole,univ xsc pertama di sini tempatnya luaas dan pemandanganya mantap,5,neutral,neutral,positive,"The first university XSC is here, it's spacious and the view is great","The first XSC university is here, the place is spacious and the view is awesome.",the place is the the the the the the the the the the the the the the the
124,84ee7c7206d6412eb2d48f6674ce8edc,23-07-2022 18:21,Terminal Wisata Grafika Cikole,fresh air clean cozy place tempat perkemahan dekat ke toilet tempat makan serta area permainan flying fox jembatan gantung turun tebing dan lainnya it was sunnya day when i visited clear sky and unforgettable moments,5,neutral,positive,positive,"fresh air, clean, cozy place, campsite, close to the toilet, food area, as well as a playground, flying fox, suspension bridge, rappelling, and more. It was a sunny day when I visited, with a clear sky and unforgettable moments.","Fresh air, a clean and cozy place. The campsite is near the toilets, a dining area, and a play area with a flying fox, suspension bridge, cliff rappelling, and more. It was a sunny day when I visited, with a clear sky and unforgettable moments.",the place is the the the the the the the the the the the the the the the
125,430b808525ae463bbd6f36ed4bcbfd44,15-02-2020 12:57,Kebun Begonia Lembang,tempatnya bagus indah penuh dengan berbagai macam dan warna warni bunga ada taman pertanian juga seru asyik buat wisata keluarga santai tapi ramai pengunjung dari berbagai macam daerah,4,neutral,neutral,positive,"The place is nice, beautiful, full of various kinds and colorful flowers. There's also a farm garden, exciting and fun for a relaxed family trip, but it's crowded with visitors from various regions.","The place is beautiful, filled with a variety of colorful flowers. There's also an agricultural park. It's fun and enjoyable for a relaxing family outing, but it's crowded with visitors from various regions.",the place is the the the the the the the the the the the the the the the
126,08fe3738f11d4ec8849c397106a8ad73,15-02-2021 14:15,Bukit Senyum,nyaman buat refreshing jalan ke lokasi sdh mulai bagus di beton asyik buat jalan-jalan pake motor,5,neutral,neutral,positive,"Comfortable for refreshing, the road to the location is starting to be paved and is fun for riding a motorcycle.","Comfortable for refreshing. The road to the location is getting better, now paved with concrete, which is fun for a motorbike ride.",the place is the the the the the the the the the the the the the the the
127,d790ac6861fc4e358546f560bd6b817e,23-12-2022 17:57,Floating Market Lembang,wisata yang bisa memanjakan diri dgn suasana alam yang asri dgn wahana permainan yg membuat qt senang bisa tertawa bersama keluarga berwisata ke sini membuat qt bahagia bs berfoto bermain makan bersama pokoknya bahagia bersama,5,neutral,neutral,neutral,"A tour that can pamper yourself with a beautiful natural atmosphere, with amusement rides that make us happy and can laugh with family. Traveling here makes us happy, can take photos, play, eat together, basically happy together.","A tourist destination where you can pamper yourself with a beautiful, natural atmosphere and fun rides that will make you happy. You can laugh together with your family. Visiting here makes you happy; you can take photos, play, and eat together. In short, it's a place to be happy together.",the place is the the the the the the the the the the the the the the the
128,a8aa386ff55d4f2483b431ad59a928fe,23-02-2021 18:04,Gunung Tangkuban Parahu,pemandangan kawah tangkubanparahu dari dulu gak pernah mengecewakan fasilitasnya juga semakin baik namun harga tiket untuk turis asing yang hampir 10x lipat dari turis lokal membuat spot yang menjadi icon wisata jawa barat ini seringkali mendapat review negatif,5,neutral,negative,positive,"The view of Tangkuban Perahu crater has never been disappointing. The facilities are also improving, but the ticket price for foreign tourists, which is almost 10 times that of local tourists, causes this iconic West Java tourist spot to often receive negative reviews.","The view of the Tangkuban Parahu crater has never been disappointing and the facilities are also getting better. However, the ticket price for foreign tourists, which is almost 10 times that of local tourists, often causes this iconic West Java tourist spot to receive negative reviews.",the place is the the the the the the the the the the the the the the the
129,01176f32dd5b4434813eefa396111fdd,15-02-2019 13:49,Curug Maribaya,jalur pendakian sudah bagus tapi setelah membayar kami tidak diberi bukti pembayaran tiket parkir dan tiket masuk,2,positive,neutral,negative,"The hiking trail is good, but after paying, we were not given proof of payment for the parking ticket and entrance ticket.","The hiking trail is good, but after paying, we were not given a receipt for the parking and entrance tickets.",the place is the the the the the the the the the the the the the the the
130,103428b09a254a24b30c0da63c880ce6,15-02-2019 13:23,Gunung Putri Lembang,tempat camping ceria yang asik sunrisenya juga asik pisan,5,neutral,neutral,positive,A fun camping spot with a really cool sunrise,A fun and cheerful campsite. The sunrise is awesome too.,the place is the the the the the the the the the the the the the the the
131,c6cf3f3e0472482b81eceed36ca7384d,23-02-2020 18:04,Gunung Tangkuban Parahu,di sana sangat bagus akan pemandangan dan juga sangat sejuk bila paling atas,4,neutral,neutral,positive,It's very good there for the views and also very cool at the very top,"The view there is beautiful, and it is also very cool at the very top.",the place is the the the the the the the the the the the the the the the
132,5e5b4643152a465483a7e081b440ec1a,23-12-2022 17:57,Floating Market Lembang,must visited place kalo ke lembang harga tiket masuk 35k dapet one stop entertainment semua ada banyak spot selfie mainan anak lengkap makanan lengkap dan harga terjangkau rata-rata 20-25ribu aja banyak wahana main anak tp berbayar lagi ada kota mini juga tp bayar lg harga tiket masuk overall puas sih kesini,5,neutral,positive,neutral,"Must-visit place if you go to Lembang. Entrance ticket price is 35k and you get one-stop entertainment. Everything is there, lots of selfie spots, complete kids' toys, complete food and affordable prices, averaging only 20-25k. Many kids' rides but they're additional cost. There's also a mini town but that's also extra. Overall, satisfied coming here.","A must-visit place if you're in Lembang. The entrance ticket is 35k and you get a one-stop entertainment experience. It has everything: lots of selfie spots, a complete play area for kids, and a wide variety of food at affordable prices, averaging only 20-25 thousand. There are many kids' rides, but you have to pay for them separately. There's also a Mini City, but that requires an additional payment too. Overall, I'm satisfied with the visit.",the place is the the the the the the the the the the the the the the the
133,d720fe80aafa441895544d6ba93b58f6,02-02-2023 18:34,Orchid Forest Cikole,ikutan trekking di pet adventure trekking sejauh 1 km untuk anabul seneng banget anabul aku krn ada 2 tempat yg boleh off leash jadi anabul bebas lari-larian,5,neutral,neutral,positive,"Join the Pet Adventure Trekking for a 1 km trek. My furry friend is so happy because there are 2 places where they can go off-leash, so my furry friend can run around freely.","I joined a 1 km pet adventure trek. My furbaby was so happy because there were two spots where they could be off-leash, so they were free to run around.",the place is the the the the the the the the the the the the the the the
134,1be0cab18f33467e9cc2c43fb6a517cf,15-02-2020 12:57,Kebun Begonia Lembang,depannya sih lumayan bagus banyak bunganya dan spotnya juga bagus tapi pas di kebun sayur kok kayak gak terawat ya kurang peramutan kayaknya,5,neutral,neutral,positive,"In front, it's quite nice with many flowers and good spots, but when you get to the vegetable garden, it looks neglected, like it lacks care.","The front area is quite nice with lots of flowers and good spots, but the vegetable garden seemed unkempt. It looks like it's not well-maintained.",the place is the the the the the the the the the the the the the the the
135,a925fc51988d48e0a5975fab8013f508,23-02-2020 18:05,Gunung Tangkuban Parahu,masuk mobil 25rb orang lupaa strawberry 10rb blueberry 10rb suasana pastinya dingin jam 17 00 diusir sudahan ada pedagang tasbih yg baik ramah bantu potoin ceritain story gn tang perahu,5,neutral,neutral,neutral,"entered the car 25k people forgot strawberry 10k blueberry 10k atmosphere definitely cold at 17:00 chased away finished there was a good, friendly tasbih seller who helped take photos, told stories about the boat","Car entrance is 25k, forgot the per-person fee. Strawberries 10k, blueberries 10k. The atmosphere is definitely cold. At 5:00 PM, we were already ushered out. There was a kind, friendly prayer bead seller who helped take our photo and told the story of Mount Tangkuban Perahu.",the place is the the the the the the the the the the the the the the the
136,c5c28db3bbfe4ae791ee19db1a6adf74,23-02-2019 18:05,Gunung Tangkuban Parahu,coba ada wahana wisata alamnya seperti outbound cuma perlu hati-hati terinjak kotoran kuda yaah,3,neutral,negative,negative,"try to have a nature tourism attraction like outbound, just need to be careful not to step on horse poop","They have nature attractions like outbound, you just have to be careful not to step on horse manure.",the place is the the the the the the the the the the the the the the the
137,1bf93ca9e1f24bafa0d1712b325d1257,15-02-2020 13:05,Taman Lembah DEWATA,murah meriah harga karcisnya cuma belum beres penataannya cukup romantis buat yang lagi pacaran,4,neutral,positive,positive,"cheap and cheerful ticket prices, just the arrangement isn't quite finished, quite romantic for those who are dating","The tickets are cheap, but the layout isn't finished yet. It's quite romantic for couples.",the place is the the the the the the the the the the the the the the the
138,debca984d04f4068be9272781e807b2e,15-02-2019 13:23,Gunung Putri Lembang,udah sering banget kesini dan gak pernah bosen karena memang setiap sudut pemandangannya yang menenangkan malem malem bisa liat citylight paginya bisa dapetin sunrise hanya 1 hal yang harus diperhatikan oleh pengelola yaitu toilet kadang gak ada airnya kadang banyak juga sampah yang betebaran di dalam toilet,5,neutral,negative,positive,"I've been here so many times and never get bored because the view from every corner is so calming. At night, you can see the city lights, and in the morning, you can catch the sunrise. There's just one thing the management needs to pay attention to: the toilets. Sometimes there's no water, and sometimes there's a lot of trash scattered inside.","I've been here so many times and have never gotten bored because the view from every angle is so calming. At night, you can see the city lights, and in the morning, you can catch the sunrise. There is only one thing the management needs to pay attention to: the toilets. Sometimes there is no water, and at other times, there's also a lot of trash scattered inside.",the place is the the the the the the the the the the the the the the the
139,f5423799c74b4293a5ad016a2e82dae9,15-02-2019 14:20,Situ Ciburuy,sebuah tempat rekreasi keluarga yg sudah ada sejak jaman dahulu,5,neutral,neutral,neutral,a family recreation place that has existed since ancient times,A family recreation spot that has been around for a long time.,the place is the the the the the the the the the the the the the the the
140,053b625b3cc046fbb4700288e541b753,23-11-2022 18:22,Terminal Wisata Grafika Cikole,tempat yg cocok utk camping dan outbound ga jauh dari gn tangkuban perahu dan wisata alam lainnya viewnya mantap recommended buat yg ingin uji nyali outbound dan camping tersedia byk villa juga urban camp,5,neutral,positive,positive,"A suitable place for camping and outbound, not far from Mount Tangkuban Perahu and other natural attractions. The view is amazing. Recommended for those who want to test their courage with outbound and camping. Many villas are also available, including Urban Camp.","A great place for camping and outbound activities, not far from Mt. Tangkuban Perahu and other natural attractions. The view is awesome. Recommended for those who want to test their courage with outbound activities and camping. Many villas and an urban camp are also available.",the place is the the the the the the the the the the the the the the the
141,b9b00a0a0d2c4076a179bd56cf51cc59,23-02-2022 18:13,Ciwangun Indah Camp (CIC),masyaallah bagus khusus yg kuat naik turun tangga hati-hati ada monyet,5,neutral,neutral,neutral,"Subhanallah, it's great, especially for those who are strong. Be careful going up and down the stairs, there are monkeys.","Wow, it's beautiful. Especially for those who are strong enough to go up and down the stairs. Be careful, there are monkeys.",the place is the the the the the the the the the the the the the the the
142,7d669fc4765b415a85fe29fe596a1a6c,15-02-2019 13:28,Stone Garden,beautiful sunrise here jadi ada 2 tempat stone garden sama satunya apa gitu lupa masuknya bayar lagi tapi kalo stone garden engga cuma bayar perbaikan jalan pas pertama masuk gang kecil pake mobil sama parkir must visit banget pagi-pagi kesini biar sepi dan adem banget sejuk,5,neutral,neutral,positive,"beautiful sunrise here, so there are 2 places, Stone Garden and another one I forget, you have to pay to enter, but for Stone Garden you don't, just pay for road maintenance when you first enter the small alley by car and parking. Must visit in the morning, so it's quiet and very cool and refreshing.","beautiful sunrise here. So there are 2 places, Stone Garden and another one whose name I've forgotten. You have to pay an additional entrance fee for the other one, but not for Stone Garden; you only pay for road maintenance when you first enter the small alley by car, plus parking. A definite must-visit. Come here early in the morning so it's quiet and the air is very cool and fresh.",the place is the the the the the the the the the the the the the the the
143,9078f104021b454495812cd9aed4091a,23-02-2020 18:35,Orchid Forest Cikole,tempatnya keren cuma jalan akses menuju k pintu gerbang dan parkirannya masih berdebu dan harus di perbaiki banyak spot-spot foto yg keren di saran kan pakai sepatu olahraga biar kakinya kuat karena kko mau sepatu high hill mah bakal lecet deh semoga next time sudah ada perbaikan yg lebih baik lg untuk tempat wisata ini,5,negative,neutral,positive,"The place is cool, but the access road to the gate and the parking lot are still dusty and need to be repaired. There are many cool photo spots. It is recommended to wear sports shoes so your feet are strong, because if you wear high heels, you will get blisters. Hopefully, next time there will be better improvements for this tourist spot.","The place is cool, but the access road to the gate and the parking lot is still dusty and needs to be fixed. There are many cool photo spots. It's recommended to wear sports shoes so your feet can handle it, because you'll definitely get blisters if you wear high heels. Hopefully, next time there will be better improvements for this tourist attraction.",the place is the the the the the the the the the the the the the the the
144,dc19594fac51490aae237f3cec72111a,23-10-2022 18:23,Terminal Wisata Grafika Cikole,udaranya dingin jadi laper makanannya enak-enak berat naik,5,neutral,positive,neutral,the air is cold so I'm hungry the food is delicious I gained weight,"The weather is cold so I get hungry, the food is delicious, my weight goes up.",the place is the the the the the the the the the the the the the the the
145,583ad78380c948bf95bf3316353ef1bc,15-02-2021 13:23,Gunung Putri Lembang,tempat campingnya lumayan bagus cuma wcnya yang di atas gk ada air bau ihh,1,neutral,negative,positive,"The campsite is pretty good, it's just the toilets upstairs that have no water and smell awful.","The campsite is pretty good, but the upstairs toilet has no water and it's smelly, yuck.",the place is the the the the the the the the the the the the the the the
146,1e32f08ac6bf474a95e9044227ff0588,15-02-2019 14:15,Bukit Senyum,tempat sejuk krn banyak pepohonan khususnya pinus sarana hiburan yg lain perlu ditambahkan spy bisa lbh meriah,4,neutral,neutral,positive,"A cool place because of many trees, especially pines. Other entertainment facilities need to be added to make it more lively.","A cool place because of the many trees, especially pine trees. Other entertainment facilities need to be added to make it more lively.",the place is the the the the the the the the the the the the the the the
147,0f038a6a9e5f40ed811ce648426be92f,15-07-2022 12:39,Sarae Hills,tempat wisata di bandung yg sejuk dekat dr pusat kota bandung mudah dituju tempat yg nyam buat liburan keluarga dengan pemandanga yg indah,4,neutral,neutral,positive,"Cool tourist spots in Bandung close to the city center, easy to reach, a comfortable place for a family vacation with beautiful scenery","A cool tourist spot in Bandung near the city center, easily accessible, a comfortable place for a family vacation with beautiful scenery.",the place is the the the the the the the the the the the the the the the
148,7c813570c71f4b018ec485a41d8cbfd1,15-08-2022 12:39,Sarae Hills,lokasi bersebelahan dgn didieland punclut menuju lokasi diantar mobil wara wiri lokasinya dilembah cukup jauh klo jalan kaki siap-siap utk jalan nanjak ada landmark patung liberti aquaman santorini menara eifel cocok yg suka foto-foto utk di medos,3,negative,neutral,neutral,"Located next to Didieland Punclut, you'll be taken to the location by a shuttle car. The location is in a valley, quite far if you walk, so be prepared for an uphill climb. There are landmarks like the Statue of Liberty, Aquaman, Santorini, and the Eiffel Tower. It's suitable for those who like taking photos for social media.","The location is next to Didi-Land Punclut. A shuttle car takes you to the location. It's in a valley, so it's quite a long walk; be prepared for an uphill climb. There are landmarks like the Statue of Liberty, Aquaman, Santorini, and the Eiffel Tower, perfect for those who love taking photos for social media.",the place is the the the the the the the the the the the the the the the
149,fe937121917543c39352e213de7599a7,25-01-2023 14:15,Bukit Senyum,hanya kebagian nge-camp 1 hari 1 malam aja pas malem tahun baru 2020 ke 2021nya ditutup untuk umum satu hari terpaksa balik badan deh,5,neutral,neutral,neutral,"Only got to camp for 1 day and 1 night, as it was closed to the public on New Year's Eve 2020 to 2021, so had to turn back.","I only got to camp for one day and one night because it was closed to the public on New Year's Eve 2020-2021, so we were forced to head back after just one day.",the place is the the the the the the the the the the the the the the the
150,36f92c5bd7d34a4597591de1c03c0546,15-05-2022 12:39,Sarae Hills,tempat foto-foto dengan latar belakang situs warisan dunia ala bandung,5,neutral,neutral,neutral,"photo spot with a background of world heritage sites, Bandung style",A photo spot with a Bandung-style world heritage site background.,the place is the the the the the the the the the the the the the the the
151,af73c7b1d69d4355a79c6a0183e4f6c0,15-02-2021 14:15,Bukit Senyum,mantap tempatnya tiket masuk murah 10rb orang parkir motor 5rb rupiah saja tempatnya adem pemandangan indah buat melepas stress recommended banget cuman jalan ke lokasinya aja butuh sedikit usaha karena off-road banget jalanya kecil menanjak dan berkelok,4,negative,positive,neutral,"Great place, cheap entrance fee of 10,000 rupiah per person and parking for motorcycles is only 5,000 rupiah. The place is cool with beautiful scenery, perfect for de-stressing. Highly recommended! The only downside is that getting to the location requires a bit of effort because the road is very off-road, narrow, uphill, and winding.","Great place, the entrance ticket is cheap at 10k per person and motorcycle parking is only 5k rupiah. The place is cool with beautiful scenery, perfect for relieving stress. Highly recommended. The only thing is, the road to the location requires a bit of effort because it's very off-road, narrow, uphill, and winding.",the place is the the the the the the the the the the the the the the the
152,00829580c54d4cff86abf26395ef93ca,15-02-2020 13:49,Curug Maribaya,"sampahnya masih banyak mohon diperketat lagi aturan tentang ""sampah-sampah bagi para pengunjung",3,neutral,negative,neutral,"The trash is still a lot, please tighten the rules regarding ""trash for visitors""","There is still a lot of trash, please tighten the rules for visitors regarding littering.",the place is the the the the the the the the the the the the the the the
153,9efd69ed0f3d4f9e9b295755d5f255e9,23-02-2022 18:05,Gunung Tangkuban Parahu,adem pemandangannya indah banget jatuh cinta deh sama tempatnya,5,neutral,neutral,positive,"the view is so beautiful, I've fallen in love with the place","It's so serene and the scenery is incredibly beautiful, I've fallen in love with the place.",the place is the the the the the the the the the the the the the the the
154,84b2875c2a7f46779f04103484d98b10,23-06-2022 18:05,Gunung Tangkuban Parahu,masalah pemandangan yang indah udara yang sejuk menambah keindahan suasananya bau belerang yang masih tercium cukup kencang tidak merusak suasana jalanan menuju kawah ratu cenderung berliku namun kondisinya bagus hanya agak kecil jadi jika berpapasan dengan bis ada beberapa jalur yg harus gantian,5,neutral,neutral,neutral,"The beautiful scenery, the cool air, adds to the beauty of the atmosphere. The strong smell of sulfur that is still quite noticeable does not spoil the atmosphere. The road leading to Kawah Ratu tends to be winding but is in good condition, just a bit narrow, so if you meet a bus, there are a few spots where you have to take turns.","The scenery is beautiful and the cool air adds to the lovely atmosphere. The smell of sulfur, which is still quite strong, doesn't ruin the mood. The road to Kawah Ratu tends to be winding but is in good condition, it's just a bit narrow, so when passing a bus, there are some sections where you have to take turns.",the place is the the the the the the the the the the the the the the the
155,0334bab8ca774864ad6c1863682eca07,15-10-2022 14:18,Curug Sawer Cililin,"banyak sampah tidak terawat kalo datang kesini saat musim kemarau curugnya ""hilang-hilang airnya surut",4,neutral,negative,neutral,"a lot of neglected trash when you come here during the dry season the waterfall ""disappears"" the water recedes","Lots of trash, the place is not well-maintained. If you come here during the dry season, the waterfall practically disappears because the water has receded.",the place is the the the the the the the the the the the the the the the
